Feedback_ID,Customer_ID,Response_Date,Source_Type,Customer_Service,Banking_Products,Transaction_Process,Digital_Banking,ATM_services,Complaints_and_Resolution,Financial_Advice,Security_and_Privacy,Account_Management,Fees_and_Pricing,NPS
FD_0837,C_0409,27-06-20,Online,1,1,1,5,1,1,5,2,3,3,4
FD_0838,C_0007,27-06-20,Telephonic,1,4,5,5,1,4,3,2,2,4,10
FD_0839,C_0246,27-06-20,Mail,2,1,5,3,3,4,3,4,4,5,5
FD_0840,C_0388,27-06-20,Online,5,1,5,5,2,1,3,5,3,5,5
FD_0841,C_1408,27-06-20,Telephonic,4,4,5,3,2,5,4,3,2,2,9
FD_0842,C_0793,27-06-20,Mail,4,3,5,5,2,3,4,5,4,3,7
FD_0843,C_1167,27-06-20,Mail,2,1,2,3,3,5,1,4,3,2,3
FD_0844,C_1176,27-06-20,Telephonic,2,4,4,2,4,2,1,1,3,3,3
FD_0845,C_1278,27-06-20,Mail,3,5,3,2,4,1,3,3,2,3,6
FD_0846,C_0324,28-06-20,Mail,1,3,2,3,1,1,3,4,4,5,4
FD_0847,C_0947,28-06-20,Telephonic,2,4,1,5,4,2,5,1,2,1,9
FD_0848,C_0030,28-06-20,Online,2,2,1,1,5,1,1,2,2,5,5
FD_0849,C_1449,28-06-20,Online,3,2,3,5,3,4,4,3,1,1,2
FD_0850,C_0987,29-06-20,Online,4,2,2,1,4,3,5,4,3,5,5
FD_0851,C_0698,29-06-20,Online,1,2,1,2,4,4,2,2,4,2,9
FD_0852,C_0768,29-06-20,Online,3,1,3,1,2,4,4,5,1,3,6
FD_0853,C_0270,29-06-20,Mail,4,3,2,5,1,3,4,3,2,5,10
FD_0854,C_0617,29-06-20,Online,3,4,2,5,3,1,5,2,1,3,10
FD_0855,C_1142,30-06-20,Mail,5,3,5,4,5,1,5,1,3,4,8
FD_0856,C_0530,30-06-20,Mail,5,1,1,3,4,4,4,3,1,2,2
FD_0857,C_0804,01-07-20,Online,4,1,5,4,2,1,4,3,3,3,6
FD_0858,C_1281,01-07-20,Telephonic,4,3,5,1,1,4,1,1,3,1,5
FD_0859,C_0054,01-07-20,Telephonic,1,3,2,1,1,4,1,2,2,4,2
FD_0860,C_0198,01-07-20,Mail,4,3,1,2,4,4,4,5,2,1,2
FD_0861,C_0578,01-07-20,Telephonic,3,2,1,2,4,3,3,3,3,5,2
FD_0862,C_0805,02-07-20,Telephonic,4,4,4,5,1,1,4,2,3,2,3
FD_0863,C_1186,03-07-20,Online,3,2,4,4,3,3,5,2,1,4,5
FD_0864,C_1187,03-07-20,Online,1,3,1,4,3,3,4,4,5,2,5
FD_0865,C_0181,03-07-20,Mail,4,3,2,5,5,3,3,1,1,1,9
FD_0866,C_0821,03-07-20,Telephonic,5,5,1,3,2,5,2,2,5,5,4
FD_0867,C_0651,04-07-20,Online,3,2,4,4,2,5,3,3,1,2,3
FD_0868,C_0879,04-07-20,Online,4,5,2,2,1,3,5,5,4,4,7
FD_0869,C_0053,04-07-20,Telephonic,4,5,4,4,3,5,3,3,3,4,3
FD_0870,C_0341,04-07-20,Online,2,1,4,3,1,5,3,1,2,2,5
FD_0871,C_0692,04-07-20,Online,3,1,5,1,1,3,1,5,2,2,6
FD_0872,C_0987,05-07-20,Mail,5,2,1,4,4,1,5,1,4,2,4
FD_0873,C_0880,06-07-20,Mail,3,3,3,1,3,3,5,2,2,2,7
FD_0874,C_0881,06-07-20,Online,4,4,1,5,2,4,1,3,5,2,7
FD_0875,C_0882,06-07-20,Mail,1,1,1,2,1,5,4,4,5,5,3
FD_0876,C_0323,06-07-20,Mail,2,4,3,2,3,4,3,1,5,5,1
FD_0877,C_0903,06-07-20,Mail,2,4,3,5,3,5,5,1,1,3,9
FD_0878,C_1101,06-07-20,Online,2,1,3,4,4,4,3,2,3,2,6
FD_0879,C_0218,06-07-20,Online,5,4,5,1,1,1,3,5,3,4,10
FD_0880,C_0933,06-07-20,Mail,3,1,4,2,2,1,3,4,5,4,6
FD_0881,C_1295,06-07-20,Telephonic,4,1,5,3,3,4,4,4,1,2,10
FD_0882,C_1442,07-07-20,Mail,5,2,1,2,3,3,3,5,3,2,6
FD_0883,C_0347,07-07-20,Mail,5,4,5,5,1,3,3,1,4,1,5
FD_0884,C_1171,07-07-20,Mail,4,1,3,2,5,4,1,1,4,2,4
FD_0885,C_0883,08-07-20,Online,4,4,1,2,3,2,5,5,1,2,4
FD_0886,C_1470,08-07-20,Online,1,5,5,3,4,3,1,5,5,4,2
FD_0887,C_0837,08-07-20,Mail,4,2,4,4,4,2,5,4,1,1,9
FD_0888,C_1200,09-07-20,Telephonic,4,3,5,3,5,3,5,2,5,5,8
FD_0889,C_0250,09-07-20,Mail,2,5,4,2,3,1,5,5,3,4,7
FD_0890,C_0594,09-07-20,Mail,1,5,4,3,4,2,5,3,5,3,10
FD_0891,C_0858,09-07-20,Online,4,5,3,5,4,4,4,1,2,5,1
FD_0892,C_0778,10-07-20,Mail,3,1,1,5,4,5,1,1,1,4,2
FD_0893,C_0779,10-07-20,Mail,5,5,3,3,1,1,3,4,2,3,4
FD_0894,C_1455,10-07-20,Online,5,1,2,3,1,3,5,5,4,1,9
FD_0895,C_0780,11-07-20,Online,1,1,2,5,5,3,3,3,1,5,9
FD_0896,C_0530,11-07-20,Telephonic,5,3,3,4,3,2,5,3,2,2,7
FD_0897,C_0109,11-07-20,Telephonic,5,3,5,2,3,4,3,1,2,5,8
FD_0898,C_1386,11-07-20,Online,4,2,5,5,5,4,1,3,5,1,2
FD_0899,C_0919,12-07-20,Online,4,4,1,5,5,4,5,4,1,2,9
FD_0900,C_0475,12-07-20,Online,3,3,3,5,2,4,5,1,5,4,8
FD_0901,C_0501,12-07-20,Telephonic,3,1,2,4,1,3,5,1,2,3,10
FD_0902,C_0745,12-07-20,Online,3,1,2,3,4,2,1,4,1,3,7
FD_0903,C_0609,12-07-20,Mail,3,3,3,4,1,3,1,2,4,4,1
FD_0904,C_0711,13-07-20,Online,3,4,3,1,3,3,1,4,4,1,7
FD_0905,C_1070,13-07-20,Mail,4,3,5,5,1,5,3,4,5,5,4
FD_0906,C_0712,14-07-20,Online,3,2,2,4,1,3,2,3,5,2,4
FD_0907,C_0672,14-07-20,Telephonic,3,4,3,1,2,2,1,5,1,1,6
FD_0908,C_0762,14-07-20,Telephonic,4,4,3,3,5,5,4,1,4,2,3
FD_0909,C_1069,14-07-20,Telephonic,1,4,5,4,5,5,4,4,1,2,8
FD_0910,C_0102,14-07-20,Mail,3,2,2,5,3,4,1,5,5,5,1
FD_0911,C_0439,15-07-20,Telephonic,5,4,4,3,3,4,2,4,3,3,7
FD_0912,C_1095,15-07-20,Mail,4,4,5,2,2,3,1,5,5,4,7
FD_0913,C_0344,15-07-20,Telephonic,4,4,2,5,1,3,4,5,3,4,5
FD_0914,C_1177,15-07-20,Mail,2,1,3,4,1,1,3,5,1,4,3
FD_0915,C_0440,16-07-20,Online,1,2,3,5,1,2,4,2,4,5,6
FD_0916,C_0139,16-07-20,Telephonic,1,5,3,4,4,2,1,5,3,1,5
FD_0917,C_0713,16-07-20,Mail,3,3,4,1,5,5,3,2,1,4,6
FD_0918,C_0378,17-07-20,Mail,4,3,3,2,5,4,5,2,4,3,10
FD_0919,C_0631,18-07-20,Mail,5,2,1,1,4,3,2,5,4,3,9
FD_0920,C_0441,19-07-20,Telephonic,5,3,1,4,4,3,1,1,2,5,5
FD_0921,C_0442,19-07-20,Telephonic,2,2,3,1,1,4,3,5,4,2,2
FD_0922,C_0477,19-07-20,Telephonic,4,3,4,4,3,2,5,4,1,3,6
FD_0923,C_1108,19-07-20,Telephonic,5,1,2,2,3,3,2,5,3,3,5
FD_0924,C_0841,20-07-20,Telephonic,3,3,1,4,5,2,5,4,5,3,8
FD_0925,C_0994,20-07-20,Mail,1,4,3,1,2,1,5,5,4,5,1
FD_0926,C_0584,20-07-20,Mail,1,4,5,4,5,3,1,2,1,3,10
FD_0927,C_0651,20-07-20,Online,5,2,1,3,2,4,3,1,4,4,8
FD_0928,C_0517,21-07-20,Mail,3,1,2,1,3,2,3,3,1,3,1
FD_0929,C_0415,21-07-20,Online,3,5,5,5,4,5,2,3,1,2,5
FD_0930,C_0024,21-07-20,Online,3,3,1,1,5,5,3,4,2,3,1
FD_0931,C_0416,22-07-20,Online,5,4,4,4,3,2,1,5,2,5,7
FD_0932,C_0014,22-07-20,Telephonic,3,5,1,3,3,5,5,5,5,2,10
FD_0933,C_0607,22-07-20,Mail,5,3,2,1,2,3,2,2,2,2,6
FD_0934,C_0758,22-07-20,Mail,5,3,1,2,1,1,2,5,3,2,1
FD_0935,C_1374,22-07-20,Telephonic,4,1,1,4,2,3,4,1,1,3,6
FD_0936,C_0417,23-07-20,Online,4,4,4,1,4,5,2,3,4,3,2
FD_0937,C_1019,23-07-20,Telephonic,5,1,1,3,3,1,1,1,5,5,10
FD_0938,C_1186,23-07-20,Telephonic,5,1,3,5,2,4,2,2,2,4,2
FD_0939,C_0418,24-07-20,Mail,3,4,2,3,4,4,4,2,5,1,4
FD_0940,C_0647,24-07-20,Mail,1,5,5,4,1,3,4,4,1,5,5
FD_0941,C_0861,24-07-20,Online,5,3,3,4,4,1,3,3,3,1,6
FD_0942,C_0705,25-07-20,Telephonic,1,4,1,4,1,4,4,4,3,2,9
FD_0943,C_1103,25-07-20,Mail,2,1,1,4,2,4,2,5,1,3,4
FD_0944,C_0904,25-07-20,Online,1,2,4,1,2,4,4,2,4,5,7
FD_0945,C_1105,25-07-20,Online,1,5,2,5,4,1,2,5,1,1,7
FD_0946,C_0183,25-07-20,Online,5,3,4,4,4,4,5,2,1,4,7
FD_0947,C_0820,26-07-20,Mail,5,2,2,4,1,4,1,3,1,3,10
FD_0948,C_0538,26-07-20,Online,2,1,1,3,1,1,4,1,3,2,3
FD_0949,C_0454,26-07-20,Telephonic,4,5,1,1,1,4,2,1,3,3,10
FD_0950,C_1067,26-07-20,Telephonic,2,4,3,5,5,3,4,2,3,4,3
FD_0951,C_1256,26-07-20,Online,2,2,5,3,2,2,3,5,2,4,3
FD_0952,C_1284,26-07-20,Mail,5,2,4,5,3,3,2,5,1,5,6
FD_0953,C_0133,26-07-20,Telephonic,3,5,3,2,2,1,4,2,2,2,4
FD_0954,C_0455,27-07-20,Mail,5,1,1,2,5,4,5,4,1,5,10
FD_0955,C_0594,27-07-20,Telephonic,5,2,4,4,5,1,4,2,5,4,3
FD_0956,C_0020,27-07-20,Mail,4,5,1,4,4,3,2,3,3,2,2
FD_0957,C_1402,27-07-20,Online,5,4,4,1,4,2,2,4,4,3,1
FD_0958,C_0291,27-07-20,Mail,1,1,3,5,4,1,4,5,5,1,2
FD_0959,C_0779,27-07-20,Mail,5,1,2,1,1,5,5,3,2,5,8
FD_0960,C_0685,28-07-20,Telephonic,1,1,1,2,1,3,2,1,4,1,9
FD_0961,C_1358,28-07-20,Telephonic,1,3,1,3,1,1,5,5,2,1,3
FD_0962,C_0421,28-07-20,Mail,2,2,2,5,3,1,2,1,1,1,1
FD_0963,C_0662,28-07-20,Mail,4,5,1,5,2,1,3,5,2,1,10
FD_0964,C_1203,28-07-20,Online,2,1,3,5,4,2,5,5,3,4,3
FD_0965,C_0254,29-07-20,Telephonic,1,4,4,4,5,5,3,2,3,5,4
FD_0966,C_0715,29-07-20,Online,1,1,2,5,4,1,4,3,1,1,1
FD_0967,C_1351,29-07-20,Mail,3,5,5,3,2,1,3,1,2,4,10
FD_0968,C_0340,29-07-20,Mail,5,1,4,5,1,3,4,1,5,2,5
FD_0969,C_0569,29-07-20,Telephonic,1,5,3,4,1,2,5,3,4,2,2
FD_0970,C_1359,30-07-20,Mail,5,4,2,3,4,2,1,3,5,2,2
FD_0971,C_1186,30-07-20,Online,1,1,1,3,3,3,3,5,2,3,3
FD_0972,C_1397,30-07-20,Mail,1,2,3,3,1,3,1,1,3,2,9
FD_0973,C_1461,30-07-20,Online,3,5,4,3,2,5,4,3,3,5,4
FD_0974,C_1384,31-07-20,Telephonic,4,3,3,4,5,1,1,2,4,5,9
FD_0975,C_0008,31-07-20,Telephonic,5,2,3,1,2,4,3,4,2,3,7
FD_0976,C_0434,31-07-20,Telephonic,4,5,5,5,4,3,4,1,3,2,9
FD_0977,C_0705,31-07-20,Online,2,5,3,2,2,1,5,1,2,4,6
FD_0978,C_0930,31-07-20,Mail,5,2,1,5,2,2,5,4,5,4,10
FD_0979,C_0417,01-08-20,Mail,2,2,3,2,2,5,5,2,5,4,4
FD_0980,C_0418,01-08-20,Telephonic,5,3,4,5,1,1,4,5,4,4,8
FD_0981,C_0503,01-08-20,Online,2,3,1,1,1,3,4,1,2,1,3
FD_0982,C_1347,01-08-20,Telephonic,5,3,5,1,4,3,4,2,4,4,8
FD_0983,C_1082,01-08-20,Telephonic,2,3,5,3,2,1,3,1,2,1,10
FD_0984,C_0664,01-08-20,Online,2,3,4,2,5,5,1,5,3,2,7
FD_0985,C_1413,01-08-20,Online,4,2,2,5,5,4,4,1,3,1,6
FD_0986,C_0817,02-08-20,Online,3,1,2,3,4,3,5,2,5,5,8
FD_0987,C_0608,02-08-20,Online,5,5,3,4,2,4,1,4,4,5,9
FD_0988,C_0772,02-08-20,Online,1,1,1,3,3,1,2,1,2,5,2
FD_0989,C_1102,02-08-20,Online,4,2,3,4,4,5,1,2,1,1,2
FD_0990,C_0260,02-08-20,Online,1,4,4,2,5,4,3,4,1,2,3
FD_0991,C_0381,02-08-20,Online,1,3,2,2,3,4,4,5,3,1,6
FD_0992,C_0700,02-08-20,Online,2,4,4,3,4,4,1,5,5,2,2
FD_0993,C_0840,02-08-20,Telephonic,1,3,3,1,4,5,1,2,3,4,5
FD_0994,C_1329,02-08-20,Telephonic,2,3,2,2,1,3,3,4,5,4,8
FD_0995,C_0609,03-08-20,Online,3,2,3,2,5,5,5,3,1,3,2
FD_0996,C_1127,03-08-20,Mail,1,4,5,2,3,5,1,5,4,3,5
FD_0997,C_0424,03-08-20,Mail,5,4,5,5,4,1,5,2,4,1,7
FD_0998,C_0848,03-08-20,Mail,5,1,4,4,2,2,1,1,2,3,1
FD_0999,C_1325,04-08-20,Mail,2,1,3,5,2,2,1,2,4,3,6
FD_1000,C_0701,04-08-20,Online,5,2,1,5,5,1,2,1,2,4,3
FD_1001,C_1358,04-08-20,Mail,3,2,4,4,5,4,1,5,3,2,3
FD_1002,C_0995,04-08-20,Online,4,1,2,5,2,5,3,1,1,5,8
FD_1003,C_1335,05-08-20,Online,2,5,4,1,5,5,1,1,4,1,2
FD_1004,C_1106,05-08-20,Telephonic,1,3,4,1,3,2,2,3,4,2,9
FD_1005,C_1099,05-08-20,Online,2,1,2,4,3,5,5,5,3,4,6
FD_1006,C_0108,05-08-20,Telephonic,3,2,2,2,2,3,2,2,1,4,6
FD_1007,C_1291,05-08-20,Online,2,3,5,1,1,4,2,4,4,1,9
FD_1008,C_0591,05-08-20,Telephonic,4,5,5,3,3,2,5,3,5,5,2
FD_1009,C_1100,06-08-20,Telephonic,3,1,1,4,5,3,3,2,4,4,7
FD_1010,C_0218,06-08-20,Telephonic,4,2,2,2,1,5,5,1,4,3,8
FD_1011,C_0521,06-08-20,Mail,1,1,3,4,5,1,4,5,1,2,6
FD_1012,C_0822,06-08-20,Telephonic,3,1,3,4,4,2,4,5,5,3,8
FD_1013,C_1101,07-08-20,Mail,4,1,4,5,2,3,1,4,1,4,2
FD_1014,C_1102,07-08-20,Telephonic,2,1,3,5,5,2,2,2,1,2,4
FD_1015,C_1103,08-08-20,Mail,2,4,3,3,3,2,4,5,3,4,6
FD_1016,C_1338,08-08-20,Online,3,5,2,2,4,5,5,1,5,1,3
FD_1017,C_0427,08-08-20,Telephonic,2,1,3,3,1,1,1,5,2,3,1
FD_1018,C_0698,08-08-20,Telephonic,1,3,3,5,5,4,2,3,1,5,9
FD_1019,C_0686,08-08-20,Telephonic,2,5,4,5,3,3,4,1,3,3,1
FD_1020,C_0444,08-08-20,Online,2,4,1,2,4,4,5,2,3,3,8
FD_1021,C_1336,08-08-20,Online,1,1,3,5,3,1,1,4,1,1,5
FD_1022,C_0925,09-08-20,Mail,1,4,3,1,5,1,5,4,1,2,2
FD_1023,C_1190,09-08-20,Mail,4,5,1,2,1,5,5,1,2,3,6
FD_1024,C_1207,10-08-20,Telephonic,2,5,3,5,3,2,3,3,3,1,10
FD_1025,C_1212,10-08-20,Mail,1,3,4,3,4,1,4,4,4,2,4
FD_1026,C_0527,10-08-20,Telephonic,1,2,5,5,5,5,1,5,1,1,9
FD_1027,C_0528,10-08-20,Telephonic,2,4,5,2,5,4,1,2,2,1,1
FD_1028,C_0869,10-08-20,Telephonic,4,5,5,1,4,5,1,5,1,3,3
FD_1029,C_0777,11-08-20,Telephonic,4,1,4,5,3,5,5,2,1,3,2
FD_1030,C_0587,11-08-20,Mail,5,4,1,2,5,5,5,1,5,5,9
FD_1031,C_0271,11-08-20,Online,4,2,2,2,3,1,2,5,1,3,3
FD_1032,C_1353,11-08-20,Mail,1,1,3,1,3,1,5,2,1,2,9
FD_1033,C_0543,12-08-20,Online,3,1,4,5,2,5,4,5,1,2,1
FD_1034,C_0566,12-08-20,Mail,1,3,4,4,2,4,1,2,4,5,1
FD_1035,C_0567,12-08-20,Online,4,3,1,4,2,3,2,2,4,2,4
FD_1036,C_0962,12-08-20,Mail,2,5,3,1,2,1,4,5,3,4,10
FD_1037,C_0931,12-08-20,Online,5,4,5,2,4,2,1,1,1,3,1
FD_1038,C_0256,12-08-20,Mail,1,5,5,2,2,2,1,2,5,3,10
FD_1039,C_0512,12-08-20,Telephonic,3,5,5,2,1,4,2,5,5,3,10
FD_1040,C_0992,12-08-20,Telephonic,5,5,1,4,1,1,1,2,5,4,10
FD_1041,C_1459,13-08-20,Online,5,4,1,1,2,1,4,1,1,5,10
FD_1042,C_1218,13-08-20,Mail,2,2,5,4,1,3,3,5,4,2,3
FD_1043,C_0452,13-08-20,Mail,4,3,5,5,2,4,1,3,2,3,8
FD_1044,C_0453,13-08-20,Telephonic,1,2,1,1,5,5,1,5,3,3,7
FD_1045,C_0450,13-08-20,Mail,5,3,3,4,5,4,1,3,1,2,10
FD_1046,C_0456,13-08-20,Telephonic,2,4,2,1,4,2,5,2,1,3,7
FD_1047,C_0454,14-08-20,Mail,4,4,4,2,4,3,2,1,4,3,10
FD_1048,C_0356,14-08-20,Mail,2,4,5,5,1,5,4,4,3,2,4
FD_1049,C_0635,14-08-20,Mail,1,1,1,3,2,5,4,3,1,5,3
FD_1050,C_0455,15-08-20,Telephonic,5,2,4,2,4,2,4,3,1,4,9
FD_1051,C_1250,15-08-20,Online,1,3,5,2,3,4,2,1,5,3,10
FD_1052,C_0206,15-08-20,Online,1,1,4,1,1,3,2,4,4,3,9
FD_1053,C_1267,15-08-20,Mail,5,5,2,5,2,1,3,1,5,4,9
FD_1054,C_1299,16-08-20,Online,3,1,3,5,5,4,3,3,3,4,7
FD_1055,C_0521,16-08-20,Online,4,3,3,1,5,2,5,3,3,1,8
FD_1056,C_0257,16-08-20,Telephonic,5,5,4,4,1,1,2,4,5,4,9
FD_1057,C_0339,16-08-20,Mail,1,3,1,3,5,2,3,5,4,4,10
FD_1058,C_0840,16-08-20,Mail,5,1,3,3,3,2,3,3,1,5,2
FD_1059,C_1398,16-08-20,Mail,3,2,4,5,3,2,3,5,2,2,7
FD_1060,C_1469,16-08-20,Telephonic,5,5,2,5,4,1,5,5,2,3,10
FD_1061,C_0060,16-08-20,Mail,2,2,3,3,4,3,1,5,5,4,1
FD_1062,C_1497,16-08-20,Online,4,4,5,2,3,5,1,1,4,1,4
FD_1063,C_0522,17-08-20,Online,3,4,4,1,3,2,5,1,5,5,8
FD_1064,C_1191,17-08-20,Mail,2,1,1,1,5,2,1,2,4,5,9
FD_1065,C_1090,17-08-20,Online,4,5,1,2,5,2,2,4,5,4,8
FD_1066,C_1290,17-08-20,Mail,5,3,5,3,5,3,1,2,2,1,10
FD_1067,C_1020,18-08-20,Mail,1,1,5,2,2,4,5,1,1,2,5
FD_1068,C_0933,19-08-20,Telephonic,4,5,2,3,4,2,5,2,4,5,2
FD_1069,C_0743,19-08-20,Mail,3,5,3,4,4,3,4,3,5,2,5
FD_1070,C_0955,19-08-20,Telephonic,3,5,1,4,5,2,4,2,1,3,5
FD_1071,C_0934,20-08-20,Online,1,1,4,4,4,2,5,5,4,2,1
FD_1072,C_0976,20-08-20,Telephonic,2,3,1,4,3,2,2,2,1,4,8
FD_1073,C_0960,20-08-20,Mail,5,4,2,3,5,3,5,3,1,5,9
FD_1074,C_0961,20-08-20,Online,3,5,5,4,4,3,2,5,5,3,4
FD_1075,C_0787,20-08-20,Online,2,4,2,2,3,3,3,5,5,3,8
FD_1076,C_0962,21-08-20,Mail,2,3,4,3,3,2,4,3,1,1,2
FD_1077,C_0529,21-08-20,Telephonic,2,3,4,4,2,3,3,1,5,1,7
FD_1078,C_1336,21-08-20,Mail,5,4,4,5,4,3,1,4,1,2,10
FD_1079,C_1379,21-08-20,Telephonic,4,2,4,2,1,4,5,4,3,1,6
FD_1080,C_0400,21-08-20,Telephonic,1,2,3,4,1,3,5,2,5,2,4
FD_1081,C_1125,21-08-20,Mail,5,5,3,2,1,5,2,3,2,3,1
FD_1082,C_0040,21-08-20,Telephonic,5,2,3,3,3,4,2,3,5,4,9
FD_1083,C_1266,22-08-20,Online,5,5,5,1,3,2,2,3,5,5,5
FD_1084,C_1414,22-08-20,Telephonic,2,3,1,1,5,2,5,5,2,5,8
FD_1085,C_0077,22-08-20,Online,4,3,2,2,4,1,2,1,5,2,2
FD_1086,C_0160,22-08-20,Telephonic,4,4,1,2,5,2,3,2,4,4,5
FD_1087,C_0460,22-08-20,Mail,1,3,5,1,5,4,4,1,3,3,2
FD_1088,C_1197,22-08-20,Telephonic,3,5,4,3,3,3,2,2,2,2,9
FD_1089,C_0939,22-08-20,Telephonic,4,4,2,5,3,2,4,3,1,2,2
FD_1090,C_0229,23-08-20,Online,2,5,5,1,4,2,4,3,2,2,8
FD_1091,C_1006,23-08-20,Telephonic,5,4,4,5,1,1,2,1,1,3,6
FD_1092,C_0727,24-08-20,Mail,1,2,4,2,3,1,2,5,3,5,9
FD_1093,C_0997,24-08-20,Telephonic,2,2,3,4,5,1,3,1,3,2,10
FD_1094,C_0990,24-08-20,Telephonic,4,3,2,3,5,2,5,5,1,2,8
FD_1095,C_0419,24-08-20,Mail,3,1,5,2,3,1,4,2,2,4,7
FD_1096,C_0708,24-08-20,Online,3,2,1,1,4,5,2,4,2,2,3
FD_1097,C_1406,25-08-20,Telephonic,2,1,5,3,5,3,5,4,4,3,9
FD_1098,C_1316,25-08-20,Telephonic,4,1,5,3,2,2,3,2,4,3,6
FD_1099,C_1317,25-08-20,Online,1,2,1,1,2,3,3,5,5,1,4
FD_1100,C_0650,25-08-20,Online,3,5,5,1,1,4,1,5,4,1,4
FD_1101,C_1081,25-08-20,Online,1,3,1,4,4,4,2,5,5,3,4
FD_1102,C_0532,25-08-20,Mail,4,5,2,3,2,1,4,2,4,4,7
FD_1103,C_0996,26-08-20,Mail,1,1,4,1,4,5,1,2,2,1,5
FD_1104,C_1485,26-08-20,Online,3,2,2,1,1,1,4,5,4,5,5
FD_1105,C_0783,26-08-20,Telephonic,4,1,2,1,2,2,5,4,1,4,4
FD_1106,C_0966,26-08-20,Online,5,4,4,3,3,5,1,1,1,2,4
FD_1107,C_1303,27-08-20,Online,4,2,3,1,3,5,3,1,5,3,1
FD_1108,C_0348,27-08-20,Mail,1,3,4,3,5,5,2,5,5,3,10
FD_1109,C_0386,27-08-20,Telephonic,3,3,2,2,3,3,4,1,1,1,3
FD_1110,C_0846,27-08-20,Mail,1,3,5,3,5,3,2,1,3,4,10
FD_1111,C_0206,27-08-20,Mail,2,4,5,3,2,3,4,1,2,2,6
FD_1112,C_1304,28-08-20,Telephonic,2,5,1,3,4,1,4,3,4,5,9
FD_1113,C_1305,28-08-20,Telephonic,4,2,1,1,2,3,2,5,5,5,4
FD_1114,C_1334,28-08-20,Telephonic,1,2,3,4,2,1,4,1,4,2,3
FD_1115,C_1252,29-08-20,Mail,4,4,1,3,3,3,5,2,4,2,2
FD_1116,C_0315,29-08-20,Telephonic,4,5,2,2,5,1,1,3,5,3,1
FD_1117,C_0968,29-08-20,Mail,4,4,2,2,5,3,3,2,4,1,5
FD_1118,C_0258,29-08-20,Telephonic,5,2,3,1,4,3,5,2,3,2,9
FD_1119,C_0618,29-08-20,Telephonic,5,5,5,5,3,4,4,2,2,2,7
FD_1120,C_1281,29-08-20,Mail,5,5,5,5,3,2,1,2,3,2,9
FD_1121,C_0830,30-08-20,Online,4,2,3,3,1,1,3,4,2,1,6
FD_1122,C_0958,30-08-20,Mail,5,3,5,4,1,3,5,5,1,5,5
FD_1123,C_1457,30-08-20,Online,4,2,4,2,1,5,3,5,1,2,4
FD_1124,C_0959,31-08-20,Mail,3,1,3,1,3,3,5,1,5,3,8
FD_1125,C_1148,31-08-20,Telephonic,2,1,1,2,3,2,1,2,3,1,7
FD_1126,C_0298,31-08-20,Telephonic,3,2,3,2,5,5,1,5,1,1,5
FD_1127,C_0383,31-08-20,Online,2,3,5,1,5,1,5,5,3,5,8
FD_1128,C_0957,31-08-20,Online,3,2,1,3,2,2,5,5,3,4,10
FD_1129,C_0025,31-08-20,Telephonic,1,1,3,5,2,1,4,2,5,2,10
FD_1130,C_0504,01-09-20,Online,2,5,3,3,1,3,1,5,3,4,1
FD_1131,C_0757,01-09-20,Mail,2,2,5,3,5,3,4,3,1,1,4
FD_1132,C_1238,01-09-20,Telephonic,5,3,3,1,1,5,2,4,3,5,6
FD_1133,C_0933,02-09-20,Telephonic,3,5,1,2,3,2,4,3,1,1,5
FD_1134,C_0232,02-09-20,Telephonic,4,1,5,2,2,3,3,3,3,4,7
FD_1135,C_0398,02-09-20,Telephonic,4,4,3,4,4,3,3,5,2,3,5
FD_1136,C_0652,02-09-20,Mail,1,1,1,2,5,4,5,5,3,3,9
FD_1137,C_1138,02-09-20,Telephonic,2,3,2,3,4,2,5,4,5,1,5
FD_1138,C_0743,03-09-20,Online,3,1,1,5,3,3,1,3,3,2,3
FD_1139,C_1236,04-09-20,Telephonic,4,4,2,5,4,3,2,2,3,2,5
FD_1140,C_1237,04-09-20,Telephonic,1,3,2,1,2,5,4,4,1,5,1
FD_1141,C_0888,04-09-20,Mail,2,2,5,1,5,2,3,1,3,4,8
FD_1142,C_0461,04-09-20,Mail,3,5,2,5,5,3,5,3,3,3,2
FD_1143,C_1090,05-09-20,Mail,5,4,5,5,1,2,2,3,2,2,5
FD_1144,C_0719,05-09-20,Online,1,1,2,4,3,5,4,1,2,4,6
FD_1145,C_0854,05-09-20,Telephonic,1,2,2,5,5,4,2,5,1,3,10
FD_1146,C_1176,05-09-20,Mail,2,2,3,3,4,2,1,5,2,5,5
FD_1147,C_0720,06-09-20,Mail,1,1,3,1,2,1,5,3,2,5,1
FD_1148,C_1087,06-09-20,Online,5,4,2,5,1,2,2,5,4,5,2
FD_1149,C_0899,06-09-20,Telephonic,1,2,5,2,4,3,1,5,3,5,6
FD_1150,C_1456,06-09-20,Telephonic,3,1,3,3,4,2,3,2,1,3,8
FD_1151,C_0955,07-09-20,Telephonic,4,2,4,3,3,4,5,1,1,5,5
FD_1152,C_1088,07-09-20,Telephonic,5,1,5,1,4,5,2,5,3,4,5
FD_1153,C_0504,08-09-20,Mail,3,4,1,3,4,4,2,4,4,3,9
FD_1154,C_1078,08-09-20,Online,4,3,2,3,2,5,1,4,2,1,5
FD_1155,C_1014,08-09-20,Mail,2,2,3,1,4,3,4,4,4,2,1
FD_1156,C_1136,08-09-20,Mail,5,5,1,3,1,3,4,3,1,5,4
