Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Channel,Charges,Balance
TN_2899,C_0878,07-11-20,Deposit,880.3,Mobile Banking,85.34,356934
TN_2900,C_0879,07-11-20,Deposit,1207.67,Mobile Banking,54.18,47298
TN_2901,C_0880,07-11-20,Transfer,990.13,Internet Banking,75.35,414235.5
TN_2902,C_0881,08-11-20,Transfer,8950.09,ATM,56.87,311502
TN_2903,C_0882,08-11-20,Transfer,2643.1,Internet Banking,30.31,214381.5
TN_2904,C_0883,08-11-20,Transfer,7516.28,Mobile Banking,79.64,325558.5
TN_2905,C_0884,08-11-20,Withdrawal,9830.15,Branch Banking,27.05,38874
TN_2906,C_0885,08-11-20,Transfer,907.64,Internet Banking,27.14,61375.5
TN_2907,C_0886,08-11-20,Withdrawal,897.77,ATM,94.09,109741.5
TN_2908,C_0887,08-11-20,Withdrawal,6890.06,Internet Banking,35.52,362146.5
TN_2909,C_0888,08-11-20,Transfer,1947.85,Branch Banking,33.08,227646
TN_2910,C_0889,08-11-20,Withdrawal,5505.99,Internet Banking,1.38,197589
TN_2911,C_0890,09-11-20,Transfer,6646.63,Internet Banking,91.45,50143.5
TN_2912,C_1315,09-11-20,Deposit,2048.44,Internet Banking,78.21,168745.5
TN_2913,C_1232,09-11-20,Withdrawal,7361.35,Mobile Banking,60.31,77550
TN_2914,C_1233,09-11-20,Deposit,3913.39,Internet Banking,37.76,298836
TN_2915,C_1234,09-11-20,Withdrawal,2928.77,ATM,41.33,105082.5
TN_2916,C_1235,09-11-20,Withdrawal,4050.35,Branch Banking,40.36,275524.5
TN_2917,C_1236,09-11-20,Withdrawal,2652.29,ATM,42.18,68802
TN_2918,C_1237,09-11-20,Withdrawal,3029.45,ATM,32.54,142059
TN_2919,C_1238,09-11-20,Transfer,677.48,Branch Banking,18.5,48327
TN_2920,C_1239,09-11-20,Withdrawal,7810.69,Mobile Banking,16.33,340464
TN_2921,C_1240,10-11-20,Transfer,6583.34,Branch Banking,1.22,39400.5
TN_2922,C_1241,10-11-20,Withdrawal,3090.21,Branch Banking,6.45,202584
TN_2923,C_1242,10-11-20,Transfer,1444.21,Branch Banking,27.11,222570
TN_2924,C_1243,10-11-20,Withdrawal,9366.31,Branch Banking,78.25,40606.5
TN_2925,C_1244,10-11-20,Deposit,1477.38,ATM,72.42,249330
TN_2926,C_1245,10-11-20,Withdrawal,5309.61,ATM,67.58,34470
TN_2927,C_1246,10-11-20,Deposit,7769.83,Mobile Banking,93.68,258978
TN_2928,C_1247,10-11-20,Withdrawal,194.37,Branch Banking,60.44,307194
TN_2929,C_1248,10-11-20,Deposit,6792.28,Branch Banking,25.03,279951
TN_2930,C_1249,11-11-20,Transfer,5762.86,Mobile Banking,43.3,160008
TN_2931,C_1250,11-11-20,Deposit,5068.98,Mobile Banking,33.07,203008.5
TN_2932,C_1251,11-11-20,Deposit,1178.63,Internet Banking,42.93,431320.5
TN_2933,C_1252,11-11-20,Deposit,6651.15,ATM,87.44,296374.5
TN_2934,C_1253,11-11-20,Withdrawal,2200.25,Branch Banking,46.46,239605.5
TN_2935,C_1254,11-11-20,Withdrawal,1642.31,Internet Banking,36.91,378325.5
TN_2936,C_1255,11-11-20,Transfer,9308.94,Mobile Banking,67.08,30369
TN_2937,C_1256,11-11-20,Withdrawal,5345.49,Internet Banking,75.23,184546.5
TN_2938,C_1257,11-11-20,Withdrawal,8473.63,Mobile Banking,55.07,339444
TN_2939,C_1258,11-11-20,Transfer,5246.25,Internet Banking,72.25,34804.5
TN_2940,C_1259,11-11-20,Deposit,2412.55,Mobile Banking,80,350668.5
TN_2941,C_1260,12-11-20,Deposit,9241.41,Branch Banking,27.02,228492
TN_2942,C_1261,12-11-20,Deposit,8220.44,Internet Banking,67.28,722980.5
TN_2943,C_1262,12-11-20,Deposit,4530.64,Internet Banking,46.41,161344.5
TN_2944,C_1263,12-11-20,Transfer,1570.53,Mobile Banking,41.75,277209
TN_2945,C_1264,12-11-20,Withdrawal,2149.65,Branch Banking,13.46,283275
TN_2946,C_1265,12-11-20,Withdrawal,9154.86,Internet Banking,84.57,191359.5
TN_2947,C_1266,12-11-20,Transfer,653.7,Mobile Banking,8.44,108664.5
TN_2948,C_1267,12-11-20,Transfer,841.95,Internet Banking,94.91,213120
TN_2949,C_1268,12-11-20,Withdrawal,4135.15,ATM,59.63,215029.5
TN_2950,C_1269,12-11-20,Deposit,8666.71,Internet Banking,15.34,258649.5
TN_2951,C_1270,12-11-20,Transfer,8007.53,ATM,16.25,101811
TN_2952,C_1271,13-11-20,Deposit,1758.75,ATM,87.29,62335.5
TN_2953,C_1272,13-11-20,Withdrawal,3827.01,Mobile Banking,72.88,555747
TN_2954,C_1273,13-11-20,Withdrawal,9038.33,Internet Banking,24.9,210769.5
TN_2955,C_1274,13-11-20,Transfer,1464.25,ATM,11.62,290823
TN_2956,C_1275,13-11-20,Transfer,7098.3,Branch Banking,53.06,434863.5
TN_2957,C_1276,13-11-20,Transfer,5322.37,Internet Banking,97.9,426117
TN_2958,C_1277,13-11-20,Withdrawal,4383.82,Internet Banking,52.99,125929.5
TN_2959,C_1278,13-11-20,Withdrawal,5304.78,Internet Banking,10.3,251070
TN_2960,C_1279,13-11-20,Transfer,3049.56,ATM,51.36,169141.5
TN_2961,C_1280,14-11-20,Transfer,6802.48,Internet Banking,79.38,630060
TN_2962,C_1281,14-11-20,Withdrawal,8225.5,Internet Banking,60.7,64350
TN_2963,C_1282,14-11-20,Deposit,668.23,Mobile Banking,88.34,48129
TN_2964,C_1283,14-11-20,Deposit,3512.25,Internet Banking,3.77,436771.5
TN_2965,C_1284,14-11-20,Deposit,9445.13,Internet Banking,36.6,106513.5
TN_2966,C_1285,14-11-20,Deposit,9793.74,Branch Banking,77.64,30114
TN_2967,C_1286,14-11-20,Transfer,9709.42,Branch Banking,40.01,200004
TN_2968,C_1287,14-11-20,Withdrawal,1871.47,Branch Banking,16.55,249289.5
TN_2969,C_1288,14-11-20,Deposit,3147.16,ATM,41.55,360343.5
TN_2970,C_1289,14-11-20,Transfer,7082.09,Branch Banking,69.41,501048
TN_2971,C_1290,14-11-20,Deposit,5928.18,Branch Banking,12.6,277351.5
TN_2972,C_1291,15-11-20,Deposit,6663.65,Mobile Banking,39.54,199368
TN_2973,C_1292,15-11-20,Withdrawal,1388.29,Branch Banking,51.07,325935
TN_2974,C_1293,15-11-20,Transfer,1494.39,ATM,16.45,276982.5
TN_2975,C_1294,15-11-20,Transfer,5157.63,Branch Banking,87.09,36409.5
TN_2976,C_1295,15-11-20,Transfer,8821.26,Internet Banking,66.3,419016
TN_2977,C_1296,15-11-20,Deposit,588.42,Branch Banking,47.29,250036.5
TN_2978,C_1297,15-11-20,Deposit,113.48,ATM,89.45,231561
TN_2979,C_1298,15-11-20,Withdrawal,4492.2,Branch Banking,49.53,47610
TN_2980,C_1299,15-11-20,Transfer,4930.84,Internet Banking,90.11,194094
TN_2981,C_1300,15-11-20,Withdrawal,4887.33,Mobile Banking,66.88,292522.5
TN_2982,C_1301,15-11-20,Deposit,2659.85,ATM,27.56,281146.5
TN_2983,C_1302,16-11-20,Transfer,7443.04,ATM,95.96,388630.5
TN_2984,C_1303,16-11-20,Withdrawal,1969.48,Internet Banking,61.15,93642
TN_2985,C_1304,16-11-20,Deposit,8850.87,Mobile Banking,79.11,116358
TN_2986,C_1305,16-11-20,Transfer,8551.02,Internet Banking,47.48,368103
TN_2987,C_1306,16-11-20,Deposit,6214.34,Branch Banking,65.97,301675.5
TN_2988,C_1307,16-11-20,Deposit,7076.12,Branch Banking,80.36,55168.5
TN_2989,C_1308,16-11-20,Deposit,4878.39,ATM,19.44,265542
TN_2990,C_1309,16-11-20,Transfer,8743.02,Branch Banking,80.8,159459
TN_2991,C_1310,16-11-20,Deposit,999.17,Branch Banking,61.25,152373
TN_2992,C_1311,16-11-20,Deposit,165.73,Internet Banking,49.65,237535.5
TN_2993,C_1312,17-11-20,Deposit,4883.9,Internet Banking,44.94,566775
TN_2994,C_1313,17-11-20,Deposit,3275.97,Internet Banking,31.63,311164.5
TN_2995,C_1314,17-11-20,Deposit,6300.84,Branch Banking,40.05,196438.5
TN_2996,C_1315,17-11-20,Transfer,9314.86,Branch Banking,26.54,168745.5
TN_2997,C_1316,18-11-20,Deposit,2068.6,Mobile Banking,90.5,285817.5
TN_2998,C_1317,18-11-20,Deposit,9402.94,ATM,68.22,171438
TN_2999,C_1318,18-11-20,Withdrawal,5846.16,Mobile Banking,76.61,112756.5
TN_3000,C_1319,18-11-20,Transfer,4854.38,ATM,9.81,469408.5
TN_3001,C_1320,18-11-20,Transfer,7330.35,Branch Banking,34.79,79305
TN_3002,C_1321,18-11-20,Deposit,7626.75,ATM,39.56,262420.5
TN_3003,C_1322,18-11-20,Deposit,2819.71,ATM,82.35,159103.5
TN_3004,C_1323,19-11-20,Withdrawal,5429.39,Internet Banking,53.19,44803.5
TN_3005,C_1324,19-11-20,Transfer,3547.88,Internet Banking,6.78,589218
TN_3006,C_1325,19-11-20,Transfer,4091.56,Internet Banking,65.83,176898
TN_3007,C_1326,19-11-20,Transfer,6797.77,Branch Banking,31.84,203290.5
TN_3008,C_1327,19-11-20,Transfer,6579.34,ATM,87.71,202737
TN_3009,C_1328,19-11-20,Transfer,6367.19,Branch Banking,14.48,81390
TN_3010,C_1329,19-11-20,Deposit,9287.11,ATM,65.58,42256.5
TN_3011,C_1330,19-11-20,Deposit,2122.99,Internet Banking,95.62,225486
TN_3012,C_1331,19-11-20,Withdrawal,7462.71,Internet Banking,10.78,164241
TN_3013,C_1332,19-11-20,Transfer,7867.02,ATM,14.08,30630
TN_3014,C_1333,20-11-20,Deposit,4847.76,Branch Banking,10.16,49224
TN_3015,C_1334,20-11-20,Withdrawal,2503.12,Branch Banking,63.02,236425.5
TN_3016,C_1335,20-11-20,Withdrawal,7336.08,ATM,41.33,271432.5
TN_3017,C_1336,20-11-20,Transfer,399.96,Internet Banking,61.75,717559.5
TN_3018,C_1337,20-11-20,Transfer,5362.7,ATM,70.38,367635
TN_3019,C_1338,20-11-20,Withdrawal,6551.17,Branch Banking,20.5,31485
TN_3020,C_1339,21-11-20,Withdrawal,47.66,Branch Banking,10.69,34296
TN_3021,C_1340,21-11-20,Transfer,3374.74,Branch Banking,9.41,285445.5
TN_3022,C_1341,21-11-20,Withdrawal,9869.18,ATM,99,67170
TN_3023,C_1342,22-11-20,Withdrawal,8933.57,ATM,96.2,48558
TN_3024,C_1343,22-11-20,Withdrawal,8292.22,Internet Banking,38.33,205776
TN_3025,C_1344,22-11-20,Withdrawal,1795.76,Mobile Banking,56.35,549637.5
TN_3026,C_1345,22-11-20,Transfer,2293.38,Branch Banking,57.24,240460.5
TN_3027,C_1346,22-11-20,Deposit,4557.27,Branch Banking,90.79,255720
TN_3028,C_1347,22-11-20,Transfer,4072.25,ATM,38.1,336589.5
TN_3029,C_1348,22-11-20,Withdrawal,478.44,Internet Banking,74.3,259818
TN_3030,C_1349,22-11-20,Deposit,5249.95,Mobile Banking,12.86,129969
TN_3031,C_1350,22-11-20,Deposit,7349.24,Mobile Banking,44.11,163024.5
TN_3032,C_1351,22-11-20,Withdrawal,3048.74,Branch Banking,8.85,105031.5
TN_3033,C_1352,22-11-20,Transfer,6504.63,ATM,16.8,289408.5
TN_3034,C_1353,22-11-20,Withdrawal,1962.81,Mobile Banking,91.47,216129
TN_3035,C_1354,22-11-20,Withdrawal,7504.4,Mobile Banking,63.29,146421
TN_3036,C_1355,23-11-20,Deposit,4815.94,Branch Banking,34.64,390297
TN_3037,C_1356,23-11-20,Transfer,9147.11,ATM,66.52,729291
TN_3038,C_1357,23-11-20,Transfer,6126.24,Mobile Banking,10.43,168337.5
TN_3039,C_1358,23-11-20,Deposit,1107.43,Internet Banking,34.02,246300
TN_3040,C_1359,23-11-20,Deposit,9571.35,Mobile Banking,94.65,78601.5
TN_3041,C_1360,23-11-20,Deposit,658.59,Internet Banking,41.6,293731.5
TN_3042,C_1361,23-11-20,Withdrawal,4175.72,Internet Banking,98.71,162210
TN_3043,C_1362,23-11-20,Deposit,8841.42,Internet Banking,74.15,281971.5
TN_3044,C_1363,23-11-20,Deposit,78,Branch Banking,70.49,162189
TN_3045,C_1364,23-11-20,Withdrawal,6599.92,Internet Banking,36.78,252318
TN_3046,C_1365,23-11-20,Deposit,7170.89,Mobile Banking,25.86,297919.5
TN_3047,C_1366,24-11-20,Withdrawal,6191.62,Internet Banking,7.42,78147
TN_3048,C_1367,24-11-20,Withdrawal,7253.18,ATM,32.01,764046
TN_3049,C_1368,24-11-20,Deposit,4694.12,Internet Banking,76.79,192921
TN_3050,C_1369,24-11-20,Transfer,7643.04,Branch Banking,47.3,357576
TN_3051,C_1370,24-11-20,Withdrawal,8154.49,Branch Banking,10.23,476151
TN_3052,C_1371,24-11-20,Withdrawal,7698.15,Internet Banking,34.29,238032
TN_3053,C_1372,24-11-20,Deposit,9692.82,ATM,11.18,401118
TN_3054,C_1373,24-11-20,Withdrawal,2390.32,Mobile Banking,87.86,586611
TN_3055,C_1374,24-11-20,Transfer,3949.71,ATM,31.14,203538
TN_3056,C_1375,24-11-20,Withdrawal,9203.46,Internet Banking,54.55,117793.5
TN_3057,C_1376,25-11-20,Withdrawal,3073.69,Branch Banking,79.89,176550
TN_3058,C_1377,25-11-20,Withdrawal,5516.49,ATM,55.28,125119.5
TN_3059,C_1378,25-11-20,Deposit,3152.22,Mobile Banking,27.13,31630.5
TN_3060,C_1379,25-11-20,Deposit,245.43,ATM,85.99,162034.5
TN_3061,C_1380,25-11-20,Transfer,631.06,ATM,77.27,155152.5
TN_3062,C_1381,25-11-20,Transfer,3778.26,Internet Banking,38.57,949099.5
TN_3063,C_1382,25-11-20,Withdrawal,3995.37,Branch Banking,44.26,39901.5
TN_3064,C_1383,26-11-20,Transfer,6949.45,ATM,75.9,61815
TN_3065,C_1384,26-11-20,Withdrawal,8061.25,Branch Banking,7.28,188838
TN_3066,C_1385,26-11-20,Withdrawal,2373.24,Mobile Banking,12.07,203008.5
TN_3067,C_1386,26-11-20,Deposit,1910.51,Mobile Banking,96.83,408558
TN_3068,C_1387,26-11-20,Transfer,3902.39,Branch Banking,16.65,436950
TN_3069,C_1388,26-11-20,Withdrawal,5448.88,Mobile Banking,5.49,236209.5
TN_3070,C_1389,26-11-20,Withdrawal,2433.24,ATM,1.12,49491
TN_3071,C_1390,26-11-20,Withdrawal,4524.63,Branch Banking,9.87,397083
TN_3072,C_1391,26-11-20,Deposit,6353.37,Mobile Banking,86.04,199279.5
TN_3073,C_1392,27-11-20,Transfer,5448.8,ATM,78.59,324879
TN_3074,C_1393,27-11-20,Withdrawal,7325.77,Internet Banking,1.64,75708
TN_3075,C_1394,27-11-20,Withdrawal,9220.15,Branch Banking,42.8,225124.5
TN_3076,C_1395,27-11-20,Transfer,9375.46,Internet Banking,16.57,283183.5
TN_3077,C_1396,27-11-20,Deposit,5101.86,Mobile Banking,95.7,152140.5
TN_3078,C_1397,27-11-20,Deposit,3673.89,ATM,17.36,154915.5
TN_3079,C_1398,27-11-20,Withdrawal,9155.78,ATM,18.17,286519.5
TN_3080,C_1399,27-11-20,Transfer,70.19,Internet Banking,16.19,331000.5
TN_3081,C_1400,28-11-20,Withdrawal,2927.46,Mobile Banking,9.43,283200
TN_3082,C_1401,28-11-20,Transfer,5343.09,Internet Banking,91.98,36541.5
TN_3083,C_1402,28-11-20,Deposit,1316.91,Branch Banking,2.2,124365
TN_3084,C_1403,28-11-20,Withdrawal,2588.12,ATM,46.73,158379
TN_3085,C_1404,28-11-20,Transfer,5505.45,Mobile Banking,79.99,360441
TN_3086,C_1405,28-11-20,Transfer,6671.82,ATM,62.77,32632.5
TN_3087,C_1406,28-11-20,Deposit,2032.45,Branch Banking,70.35,110283
TN_3088,C_1407,28-11-20,Withdrawal,843.8,Internet Banking,23.06,33367.5
TN_3089,C_1408,28-11-20,Withdrawal,9866.78,ATM,93.89,53392.5
TN_3090,C_1409,28-11-20,Withdrawal,3992.83,Internet Banking,66.1,35859
TN_3091,C_1410,28-11-20,Transfer,4397.35,Branch Banking,18.03,183709.5
TN_3092,C_1411,28-11-20,Deposit,2854.44,ATM,84.26,285435
TN_3093,C_1412,28-11-20,Transfer,6918.76,ATM,50.52,290062.5
TN_3094,C_1413,29-11-20,Deposit,8573.03,Branch Banking,84.08,222864
TN_3095,C_1414,29-11-20,Transfer,9764.56,Branch Banking,56.3,109344
TN_3096,C_1415,29-11-20,Transfer,8675.11,Branch Banking,92.89,270448.5
TN_3097,C_1416,29-11-20,Withdrawal,7833.96,ATM,54.07,332325
TN_3098,C_1417,29-11-20,Transfer,2537.6,Internet Banking,25.62,274516.5
TN_3099,C_1418,29-11-20,Transfer,183.61,ATM,8.82,555313.5
TN_3100,C_1419,29-11-20,Withdrawal,6277.28,Branch Banking,27.62,44766
TN_3101,C_1420,29-11-20,Withdrawal,469.43,Internet Banking,60.76,451218
TN_3102,C_1421,29-11-20,Deposit,2722.43,Internet Banking,57.18,260907
TN_3103,C_1422,30-11-20,Deposit,5902.38,Mobile Banking,15.69,423258
TN_3104,C_1423,30-11-20,Deposit,764.73,Mobile Banking,37.54,130950
TN_3105,C_1424,30-11-20,Withdrawal,1644.5,Internet Banking,12.05,96780
TN_3106,C_1425,30-11-20,Transfer,3452.75,ATM,17.65,179350.5
TN_3107,C_1426,30-11-20,Transfer,1657.05,Internet Banking,24.63,175965
TN_3108,C_1427,30-11-20,Withdrawal,2971.03,ATM,45.63,43107
TN_3109,C_1428,30-11-20,Deposit,9502.36,Mobile Banking,0.05,149542.5
TN_3110,C_1429,30-11-20,Deposit,3698.28,Branch Banking,64.06,549133.5
TN_3111,C_1430,30-11-20,Transfer,7560.46,Branch Banking,1.18,35158.5
TN_3112,C_1431,30-11-20,Deposit,7369.72,Mobile Banking,14.05,199029
TN_3113,C_1432,01-12-20,Withdrawal,5238.92,Branch Banking,6.65,295444.5
TN_3114,C_1433,01-12-20,Transfer,3718.3,Branch Banking,89.71,69738
TN_3115,C_1434,01-12-20,Transfer,3022.27,Mobile Banking,67.71,41136
TN_3116,C_1435,01-12-20,Deposit,8017.35,ATM,25.63,540048
TN_3117,C_1436,01-12-20,Transfer,2552.73,Internet Banking,31.29,217167
TN_3118,C_1437,01-12-20,Withdrawal,3520.26,Branch Banking,37.51,213367.5
TN_3119,C_1438,01-12-20,Withdrawal,531.7,ATM,93.91,267111
TN_3120,C_1439,01-12-20,Deposit,6765.12,Internet Banking,9.07,327256.5
TN_3121,C_1440,01-12-20,Deposit,7022.42,Internet Banking,38.6,195363
TN_3122,C_1441,01-12-20,Withdrawal,4365.75,ATM,49.91,148470
TN_3123,C_1442,01-12-20,Deposit,4376.06,ATM,64.59,426943.5
TN_3124,C_1443,01-12-20,Transfer,1811.26,Branch Banking,73.31,171886.5
TN_3125,C_1018,02-12-20,Transfer,1323.06,Internet Banking,89.18,240391.5
TN_3126,C_1019,02-12-20,Withdrawal,6648.63,ATM,8.09,427800
TN_3127,C_1020,02-12-20,Deposit,4764.03,Mobile Banking,26.99,229881
TN_3128,C_1021,02-12-20,Transfer,3376.29,Mobile Banking,19.54,442008
TN_3129,C_1022,02-12-20,Withdrawal,9976.51,Branch Banking,47.71,218886
TN_3130,C_1023,02-12-20,Transfer,3662.51,Internet Banking,50.61,420007.5
TN_3131,C_1024,02-12-20,Withdrawal,9489.73,Mobile Banking,82.46,100339.5
TN_3132,C_1025,02-12-20,Deposit,781.79,Internet Banking,46.7,70558.5
TN_3133,C_1026,02-12-20,Deposit,3942.45,ATM,56.97,54279
TN_3134,C_1027,02-12-20,Deposit,7127.32,Mobile Banking,0.42,239074.5
TN_3135,C_1028,02-12-20,Withdrawal,1846.92,Mobile Banking,36.18,288015
TN_3136,C_1029,02-12-20,Deposit,362.04,Mobile Banking,60.02,324718.5
TN_3137,C_1030,03-12-20,Deposit,1187.42,Branch Banking,64.29,412020
TN_3138,C_1031,03-12-20,Withdrawal,5520.22,Branch Banking,57.84,317017.5
TN_3139,C_1032,03-12-20,Withdrawal,2038.46,Branch Banking,57.9,305341.5
TN_3140,C_1033,03-12-20,Deposit,2281.72,ATM,42.8,256222.5
TN_3141,C_1034,03-12-20,Withdrawal,95.56,Internet Banking,67.4,300847.5
TN_3142,C_1035,03-12-20,Deposit,2733.15,Mobile Banking,74.18,134482.5
TN_3143,C_1036,03-12-20,Withdrawal,3304.15,Mobile Banking,70.38,351292.5
TN_3144,C_1037,03-12-20,Transfer,3473.17,Mobile Banking,49.34,147699
TN_3145,C_1038,03-12-20,Transfer,2780.14,Internet Banking,46.18,287155.5
TN_3146,C_1039,03-12-20,Withdrawal,6034.93,Branch Banking,40.47,116688
TN_3147,C_1040,03-12-20,Transfer,8091.02,Mobile Banking,5.81,201271.5
TN_3148,C_1041,03-12-20,Transfer,6271.47,Mobile Banking,82.75,293535
TN_3149,C_1042,03-12-20,Transfer,3478.28,Mobile Banking,12.94,142303.5
TN_3150,C_1043,04-12-20,Transfer,3689.13,Internet Banking,99.94,40119
TN_3151,C_1044,04-12-20,Withdrawal,2020.63,Mobile Banking,50.02,38550
TN_3152,C_1045,04-12-20,Withdrawal,6066.11,Internet Banking,84.16,121515
TN_3153,C_1046,04-12-20,Withdrawal,3996.25,ATM,59.47,81390
TN_3154,C_1047,04-12-20,Withdrawal,9023.36,Mobile Banking,18.46,257992.5
TN_3155,C_1048,05-12-20,Transfer,942.74,Internet Banking,48.79,36849
TN_3156,C_1049,05-12-20,Transfer,9580.2,Mobile Banking,34.27,53782.5
TN_3157,C_1050,05-12-20,Transfer,3559.1,Mobile Banking,84.86,85257
TN_3158,C_1051,05-12-20,Transfer,7618.36,ATM,63.53,94485
TN_3159,C_1052,05-12-20,Withdrawal,8811.57,Branch Banking,51.51,126178.5
TN_3160,C_1053,05-12-20,Withdrawal,6858.04,Internet Banking,62.64,71014.5
TN_3161,C_1054,05-12-20,Withdrawal,8018.99,Branch Banking,4.64,155421
TN_3162,C_1055,05-12-20,Deposit,5217.46,Internet Banking,77.07,454638
TN_3163,C_1056,05-12-20,Transfer,1564.77,ATM,46.54,186780
TN_3164,C_1057,05-12-20,Deposit,514.09,Branch Banking,49.82,331285.5
TN_3165,C_1058,05-12-20,Deposit,1190.95,ATM,14.71,371221.5
TN_3166,C_1059,06-12-20,Deposit,6009.02,Mobile Banking,69.82,424921.5
TN_3167,C_1060,06-12-20,Transfer,9507.33,Branch Banking,33.37,38415
TN_3168,C_1061,06-12-20,Deposit,6602.83,Internet Banking,89.2,20653.5
TN_3169,C_1062,06-12-20,Deposit,9082.47,ATM,50.85,425953.5
TN_3170,C_1063,06-12-20,Withdrawal,5874.11,Internet Banking,52.13,278283
TN_3171,C_1064,06-12-20,Deposit,6655.7,ATM,93.37,259963.5
TN_3172,C_1065,06-12-20,Transfer,7579.31,Internet Banking,80.72,216007.5
TN_3173,C_1066,06-12-20,Withdrawal,3863.79,Mobile Banking,63.35,308923.5
TN_3174,C_1067,07-12-20,Transfer,8305.72,ATM,8.81,238422
TN_3175,C_1068,07-12-20,Transfer,5110.34,Mobile Banking,46.82,36052.5
TN_3176,C_1069,07-12-20,Withdrawal,9978.86,ATM,77.85,365893.5
TN_3177,C_1070,07-12-20,Transfer,2487.53,Mobile Banking,15.28,30255
TN_3178,C_1071,07-12-20,Deposit,9096.23,Mobile Banking,41.88,31260
TN_3179,C_1072,07-12-20,Transfer,1734.28,Mobile Banking,1.48,180898.5
TN_3180,C_1073,08-12-20,Transfer,7258.99,ATM,0.69,347739
TN_3181,C_1074,08-12-20,Transfer,3310.53,Mobile Banking,1.13,749956.5
TN_3182,C_1075,08-12-20,Transfer,9427.4,Mobile Banking,70.89,341958
TN_3183,C_1076,08-12-20,Deposit,9959.9,ATM,90.5,44952
TN_3184,C_1077,08-12-20,Deposit,4597.22,Branch Banking,39.58,347733
TN_3185,C_1078,08-12-20,Deposit,3958.11,Branch Banking,86.59,278188.5
TN_3186,C_1079,08-12-20,Withdrawal,3525.85,Internet Banking,65.69,135873
TN_3187,C_1080,08-12-20,Transfer,6558.33,Internet Banking,24.2,276922.5
TN_3188,C_1081,08-12-20,Transfer,3106.18,Internet Banking,24.7,260787
TN_3189,C_1082,08-12-20,Transfer,3052.86,Mobile Banking,97.96,198489
TN_3190,C_1083,08-12-20,Transfer,2513.86,Internet Banking,11.86,472555.5
TN_3191,C_1084,09-12-20,Transfer,2823.64,Branch Banking,33.5,262683
TN_3192,C_1085,09-12-20,Withdrawal,5854.64,Internet Banking,61.62,35935.5
TN_3193,C_1086,09-12-20,Transfer,4628.02,Internet Banking,99.91,145462.5
TN_3194,C_1087,09-12-20,Withdrawal,6022.99,ATM,37.19,92827.5
TN_3195,C_1088,09-12-20,Transfer,9089.72,Branch Banking,95.5,278805
TN_3196,C_1089,09-12-20,Deposit,8084.8,ATM,52.18,213423
TN_3197,C_1090,09-12-20,Withdrawal,4717.63,Mobile Banking,54.44,502116
TN_3198,C_1091,09-12-20,Transfer,4628.91,Branch Banking,92.44,302400
TN_3199,C_1092,10-12-20,Withdrawal,4855.43,Internet Banking,86.53,51567
TN_3200,C_1093,10-12-20,Deposit,2473.63,Mobile Banking,32.79,270406.5
TN_3201,C_1094,10-12-20,Deposit,2230.06,Branch Banking,9.34,185749.5
TN_3202,C_1095,10-12-20,Transfer,9223.46,ATM,88.7,319956
TN_3203,C_1096,10-12-20,Withdrawal,2854.76,ATM,31.98,444807
TN_3204,C_1097,10-12-20,Transfer,1480.93,Mobile Banking,18.67,587905.5
TN_3205,C_1098,11-12-20,Deposit,7542.01,Mobile Banking,4.18,263008.5
TN_3206,C_1099,11-12-20,Withdrawal,3691.94,Internet Banking,85.55,91089
TN_3207,C_1100,11-12-20,Deposit,3618.84,Internet Banking,30.46,286654.5
TN_3208,C_1101,11-12-20,Withdrawal,3622.59,Mobile Banking,26.73,48261
TN_3209,C_1102,11-12-20,Withdrawal,4310,Internet Banking,73.52,264328.5
TN_3210,C_1103,11-12-20,Deposit,1009.24,Internet Banking,15.52,441651
TN_3211,C_1104,11-12-20,Transfer,8480.15,ATM,15.99,466327.5
TN_3212,C_1105,11-12-20,Withdrawal,1433.92,Mobile Banking,77.21,256699.5
TN_3213,C_1106,12-12-20,Withdrawal,9297.9,Branch Banking,78.26,244426.5
TN_3214,C_1107,12-12-20,Transfer,2996.29,Branch Banking,46.72,335901
TN_3215,C_1108,12-12-20,Withdrawal,2764.48,Mobile Banking,93.24,35910
TN_3216,C_1109,12-12-20,Deposit,5057.62,Internet Banking,6.46,132109.5
TN_3217,C_1110,12-12-20,Withdrawal,5632.06,Branch Banking,97.81,86056.5
TN_3218,C_1111,12-12-20,Deposit,6466.6,Internet Banking,45.73,110526
TN_3219,C_1112,12-12-20,Withdrawal,8686.67,Internet Banking,44.83,160746
TN_3220,C_1113,12-12-20,Transfer,4121.95,ATM,5.4,180189
TN_3221,C_1114,12-12-20,Deposit,6501.95,Branch Banking,42.4,81916.5
TN_3222,C_1115,13-12-20,Deposit,7001.35,Internet Banking,36.48,196675.5
TN_3223,C_1116,13-12-20,Deposit,1667.38,Mobile Banking,28.91,152514
TN_3224,C_1117,13-12-20,Transfer,471.89,Internet Banking,20.94,605947.5
TN_3225,C_1118,13-12-20,Transfer,686.43,Internet Banking,87.63,265624.5
TN_3226,C_1119,13-12-20,Deposit,5743.89,ATM,48.85,260980.5
TN_3227,C_1120,13-12-20,Deposit,5532.4,Branch Banking,46.32,528120
TN_3228,C_1121,13-12-20,Withdrawal,4317.55,Internet Banking,6.15,153600
TN_3229,C_1122,13-12-20,Withdrawal,8028.59,Branch Banking,92.2,567639
