Complaint_ID,Customer_ID,Complaint_Date,Issue,Priority,Resolution_Time
CP_1075,C_0787,22-08-20,ATM withdrawal issues,P_2,12
CP_1076,C_0962,22-08-20,Poor customer service,P_3,79
CP_1077,C_0529,22-08-20,Account balance discrepancies,P_3,72
CP_1078,C_1336,22-08-20,Account balance discrepancies,P_3,96
CP_1079,C_1379,22-08-20,Account balance discrepancies,P_3,64
CP_1080,C_0400,22-08-20,Disputed charges,P_2,10
CP_1081,C_1125,23-08-20,Loan application rejections,P_3,72
CP_1082,C_0040,23-08-20,Poor customer service,P_3,36
CP_1083,C_1266,23-08-20,Unauthorized transactions,P_1,2
CP_1084,C_1414,23-08-20,Poor customer service,P_3,84
CP_1085,C_0077,24-08-20,Account balance discrepancies,P_3,93
CP_1086,C_0160,24-08-20,Account balance discrepancies,P_3,73
CP_1087,C_0460,24-08-20,Poor customer service,P_3,88
CP_1088,C_1197,25-08-20,Account balance discrepancies,P_3,69
CP_1089,C_0939,25-08-20,Account balance discrepancies,P_3,74
CP_1090,C_0229,25-08-20,Failed online transactions,P_2,12
CP_1091,C_1006,26-08-20,Poor customer service,P_3,94
CP_1092,C_0727,26-08-20,Loan application rejections,P_3,69
CP_1093,C_0997,26-08-20,Loan application rejections,P_3,98
CP_1094,C_0990,26-08-20,Loan application rejections,P_3,64
CP_1095,C_0419,26-08-20,Loan application rejections,P_3,54
CP_1096,C_0708,26-08-20,Poor customer service,P_3,27
CP_1097,C_1406,26-08-20,Account balance discrepancies,P_3,51
CP_1098,C_1316,26-08-20,Poor customer service,P_3,47
CP_1099,C_1317,26-08-20,Failed online transactions,P_2,22
CP_1100,C_0650,26-08-20,Loan application rejections,P_3,99
CP_1101,C_1081,27-08-20,Poor customer service,P_3,99
CP_1102,C_0532,27-08-20,Card activation issues,P_1,1
CP_1103,C_0996,27-08-20,Loan application rejections,P_3,37
CP_1104,C_1485,28-08-20,Disputed charges,P_2,13
CP_1105,C_0783,28-08-20,Failed online transactions,P_2,9
CP_1106,C_0966,28-08-20,Poor customer service,P_3,70
CP_1107,C_1303,29-08-20,Poor customer service,P_3,41
CP_1108,C_0348,29-08-20,Account closure problems,P_2,9
CP_1109,C_0386,29-08-20,Loan application rejections,P_3,28
CP_1110,C_0846,29-08-20,Disputed charges,P_2,19
CP_1111,C_0206,29-08-20,Failed online transactions,P_2,15
CP_1112,C_1304,29-08-20,Poor customer service,P_3,32
CP_1113,C_1305,29-08-20,Poor customer service,P_3,64
CP_1114,C_1334,29-08-20,Poor customer service,P_3,47
CP_1115,C_1252,30-08-20,Card activation issues,P_1,1
CP_1116,C_0315,30-08-20,Poor customer service,P_3,77
CP_1117,C_0968,30-08-20,Account closure problems,P_2,12
CP_1118,C_0258,30-08-20,Loan application rejections,P_3,97
CP_1119,C_0618,31-08-20,Account balance discrepancies,P_3,68
CP_1120,C_1281,31-08-20,Loan application rejections,P_3,34
CP_1121,C_0830,31-08-20,Failed online transactions,P_2,20
CP_1122,C_0958,31-08-20,Loan application rejections,P_3,72
CP_1123,C_1457,31-08-20,Poor customer service,P_3,84
CP_1124,C_0959,31-08-20,Account closure problems,P_2,7
CP_1125,C_1148,01-09-20,Loan application rejections,P_3,33
CP_1126,C_0298,01-09-20,Poor customer service,P_3,31
CP_1127,C_0383,01-09-20,Account balance discrepancies,P_3,73
CP_1128,C_0957,01-09-20,Failed online transactions,P_2,12
CP_1129,C_0025,02-09-20,Poor customer service,P_3,81
CP_1130,C_0504,02-09-20,Account balance discrepancies,P_3,81
CP_1131,C_0757,02-09-20,Poor customer service,P_3,95
CP_1132,C_1238,02-09-20,Delayed or undelivered statements,P_2,14
CP_1133,C_0933,02-09-20,Poor customer service,P_3,77
CP_1134,C_0232,02-09-20,Poor customer service,P_3,42
CP_1135,C_0398,03-09-20,Account balance discrepancies,P_3,68
CP_1136,C_0652,03-09-20,Loan application rejections,P_3,100
CP_1137,C_1138,03-09-20,Account balance discrepancies,P_3,81
CP_1138,C_0743,03-09-20,Poor customer service,P_3,63
CP_1139,C_1236,03-09-20,Loan application rejections,P_3,45
CP_1140,C_1237,04-09-20,Loan application rejections,P_3,45
CP_1141,C_0888,04-09-20,Account balance discrepancies,P_3,86
CP_1142,C_0461,04-09-20,Account balance discrepancies,P_3,78
CP_1143,C_1090,05-09-20,Loan application rejections,P_3,39
CP_1144,C_0719,05-09-20,Account balance discrepancies,P_3,27
CP_1145,C_0854,05-09-20,Unauthorized transactions,P_1,1
CP_1146,C_1176,05-09-20,Loan application rejections,P_3,82
CP_1147,C_0720,05-09-20,Loan application rejections,P_3,87
CP_1148,C_1087,05-09-20,Account balance discrepancies,P_3,84
CP_1149,C_0899,05-09-20,Loan application rejections,P_3,34
CP_1150,C_1456,06-09-20,Poor customer service,P_3,85
CP_1151,C_0955,06-09-20,Loan application rejections,P_3,29
CP_1152,C_1088,06-09-20,Account balance discrepancies,P_3,84
CP_1153,C_0504,06-09-20,Account balance discrepancies,P_3,85
CP_1154,C_1078,06-09-20,Failed online transactions,P_2,5
CP_1155,C_1014,07-09-20,Poor customer service,P_3,61
CP_1156,C_1136,07-09-20,Card activation issues,P_1,2
CP_1157,C_0509,07-09-20,ATM withdrawal issues,P_2,13
CP_1158,C_0546,07-09-20,Unauthorized transactions,P_1,1
CP_1159,C_0169,07-09-20,Delayed or undelivered statements,P_2,12
CP_1160,C_0441,07-09-20,Account balance discrepancies,P_3,26
CP_1161,C_1362,07-09-20,Poor customer service,P_3,97
CP_1162,C_1109,08-09-20,Loan application rejections,P_3,42
CP_1163,C_0452,08-09-20,Loan application rejections,P_3,76
CP_1164,C_0780,09-09-20,Account balance discrepancies,P_3,57
CP_1165,C_0966,09-09-20,Delayed or undelivered statements,P_2,9
CP_1166,C_1200,09-09-20,Account closure problems,P_2,7
CP_1167,C_0772,09-09-20,Poor customer service,P_3,58
CP_1168,C_0567,09-09-20,Account closure problems,P_2,22
CP_1169,C_0568,10-09-20,Account balance discrepancies,P_3,70
CP_1170,C_0979,10-09-20,Account balance discrepancies,P_3,72
CP_1171,C_0863,10-09-20,Disputed charges,P_2,24
CP_1172,C_1129,10-09-20,Failed online transactions,P_2,9
CP_1173,C_0478,11-09-20,Poor customer service,P_3,29
CP_1174,C_0277,11-09-20,Poor customer service,P_3,25
CP_1175,C_1467,12-09-20,Failed online transactions,P_2,7
CP_1176,C_0958,12-09-20,Loan application rejections,P_3,39
CP_1177,C_0995,12-09-20,Poor customer service,P_3,73
CP_1178,C_0311,12-09-20,Delayed or undelivered statements,P_2,10
CP_1179,C_1143,12-09-20,Account balance discrepancies,P_3,37
CP_1180,C_1307,13-09-20,Account balance discrepancies,P_3,52
CP_1181,C_0670,13-09-20,Loan application rejections,P_3,96
CP_1182,C_1212,13-09-20,Loan application rejections,P_3,56
CP_1183,C_0746,13-09-20,Failed online transactions,P_2,16
CP_1184,C_0788,13-09-20,Account balance discrepancies,P_3,89
CP_1185,C_1263,13-09-20,Account closure problems,P_2,17
CP_1186,C_0786,14-09-20,Account balance discrepancies,P_3,94
CP_1187,C_1407,14-09-20,Loan application rejections,P_3,37
CP_1188,C_0774,14-09-20,Loan application rejections,P_3,73
CP_1189,C_0956,14-09-20,Loan application rejections,P_3,33
CP_1190,C_0892,14-09-20,Loan application rejections,P_3,71
CP_1191,C_0332,14-09-20,Poor customer service,P_3,65
CP_1192,C_0958,15-09-20,Account balance discrepancies,P_3,55
CP_1193,C_1211,15-09-20,Account balance discrepancies,P_3,77
CP_1194,C_1104,15-09-20,Loan application rejections,P_3,35
CP_1195,C_0992,15-09-20,Poor customer service,P_3,29
CP_1196,C_0437,16-09-20,Loan application rejections,P_3,48
CP_1197,C_0689,16-09-20,Loan application rejections,P_3,79
CP_1198,C_0854,16-09-20,Disputed charges,P_2,12
CP_1199,C_0243,16-09-20,Account balance discrepancies,P_3,58
CP_1200,C_0514,17-09-20,Poor customer service,P_3,77
CP_1201,C_1391,17-09-20,Poor customer service,P_3,70
CP_1202,C_0543,17-09-20,Loan application rejections,P_3,27
CP_1203,C_0552,17-09-20,Poor customer service,P_3,81
CP_1204,C_0684,17-09-20,Loan application rejections,P_3,81
CP_1205,C_1338,17-09-20,Account balance discrepancies,P_3,69
CP_1206,C_0163,18-09-20,Poor customer service,P_3,88
CP_1207,C_0288,18-09-20,Account balance discrepancies,P_3,48
CP_1208,C_1446,18-09-20,Account balance discrepancies,P_3,90
CP_1209,C_1447,18-09-20,Disputed charges,P_2,5
CP_1210,C_0587,18-09-20,Poor customer service,P_3,64
CP_1211,C_0244,18-09-20,Poor customer service,P_3,34
CP_1212,C_0477,19-09-20,Account balance discrepancies,P_3,83
CP_1213,C_1158,19-09-20,Loan application rejections,P_3,78
CP_1214,C_1447,19-09-20,Account balance discrepancies,P_3,77
CP_1215,C_1063,19-09-20,Disputed charges,P_2,5
CP_1216,C_0566,19-09-20,ATM withdrawal issues,P_2,17
CP_1217,C_1099,20-09-20,Disputed charges,P_2,17
CP_1218,C_0703,20-09-20,Loan application rejections,P_3,35
CP_1219,C_0959,20-09-20,ATM withdrawal issues,P_2,16
CP_1220,C_0759,21-09-20,Account balance discrepancies,P_3,61
CP_1221,C_1490,21-09-20,Loan application rejections,P_3,75
CP_1222,C_1305,21-09-20,Account balance discrepancies,P_3,29
CP_1223,C_1306,22-09-20,Poor customer service,P_3,85
CP_1224,C_0577,22-09-20,Poor customer service,P_3,44
CP_1225,C_0288,22-09-20,Poor customer service,P_3,51
CP_1226,C_1347,22-09-20,Poor customer service,P_3,97
CP_1227,C_0739,23-09-20,Account closure problems,P_2,17
CP_1228,C_1017,23-09-20,Poor customer service,P_3,95
CP_1229,C_1041,24-09-20,Account balance discrepancies,P_3,84
CP_1230,C_0638,24-09-20,Account balance discrepancies,P_3,69
CP_1231,C_1441,24-09-20,Loan application rejections,P_3,72
CP_1232,C_1183,24-09-20,Loan application rejections,P_3,29
CP_1233,C_1184,24-09-20,Loan application rejections,P_3,99
CP_1234,C_0281,25-09-20,Account balance discrepancies,P_3,36
CP_1235,C_1185,25-09-20,Failed online transactions,P_2,8
CP_1236,C_0966,25-09-20,Loan application rejections,P_3,67
CP_1237,C_1319,26-09-20,Poor customer service,P_3,80
CP_1238,C_0540,26-09-20,Poor customer service,P_3,79
CP_1239,C_1239,26-09-20,Loan application rejections,P_3,98
CP_1240,C_1240,26-09-20,Account balance discrepancies,P_3,82
CP_1241,C_1241,26-09-20,Poor customer service,P_3,42
CP_1242,C_0214,26-09-20,Account closure problems,P_2,5
CP_1243,C_0817,26-09-20,Poor customer service,P_3,32
CP_1244,C_1129,26-09-20,Account balance discrepancies,P_3,73
CP_1245,C_0385,27-09-20,Account balance discrepancies,P_3,35
CP_1246,C_1008,27-09-20,Poor customer service,P_3,32
CP_1247,C_1219,27-09-20,Poor customer service,P_3,78
CP_1248,C_1272,27-09-20,Poor customer service,P_3,98
CP_1249,C_1462,27-09-20,Disputed charges,P_2,18
CP_1250,C_0569,28-09-20,Loan application rejections,P_3,88
CP_1251,C_0745,28-09-20,Poor customer service,P_3,87
CP_1252,C_1466,29-09-20,Failed online transactions,P_2,22
CP_1253,C_1208,29-09-20,Loan application rejections,P_3,56
CP_1254,C_1399,30-09-20,Loan application rejections,P_3,45
CP_1255,C_1217,30-09-20,Poor customer service,P_3,94
CP_1256,C_0196,30-09-20,Loan application rejections,P_3,38
CP_1257,C_1309,30-09-20,Account balance discrepancies,P_3,29
CP_1258,C_0614,30-09-20,Card activation issues,P_1,3
CP_1259,C_0615,01-10-20,Poor customer service,P_3,58
CP_1260,C_0572,01-10-20,Delayed or undelivered statements,P_2,17
CP_1261,C_0538,01-10-20,Failed online transactions,P_2,10
CP_1262,C_0230,01-10-20,Poor customer service,P_3,73
CP_1263,C_0333,01-10-20,Failed online transactions,P_2,20
CP_1264,C_0348,01-10-20,Account balance discrepancies,P_3,74
CP_1265,C_0511,01-10-20,Delayed or undelivered statements,P_2,13
CP_1266,C_0552,02-10-20,Account balance discrepancies,P_3,71
CP_1267,C_0626,02-10-20,Account balance discrepancies,P_3,64
CP_1268,C_0890,02-10-20,Loan application rejections,P_3,45
CP_1269,C_1489,03-10-20,Poor customer service,P_3,52
CP_1270,C_0741,04-10-20,Poor customer service,P_3,83
CP_1271,C_0742,04-10-20,Account closure problems,P_2,14
CP_1272,C_0054,04-10-20,Poor customer service,P_3,65
CP_1273,C_0069,05-10-20,Account closure problems,P_2,22
CP_1274,C_0550,05-10-20,Account balance discrepancies,P_3,42
CP_1275,C_0743,06-10-20,Loan application rejections,P_3,96
CP_1276,C_0677,06-10-20,Poor customer service,P_3,64
CP_1277,C_0744,06-10-20,Account closure problems,P_2,9
CP_1278,C_0966,06-10-20,Poor customer service,P_3,49
CP_1279,C_0439,06-10-20,Poor customer service,P_3,64
CP_1280,C_0536,07-10-20,Disputed charges,P_2,9
CP_1281,C_0537,07-10-20,ATM withdrawal issues,P_2,12
CP_1282,C_0406,07-10-20,Failed online transactions,P_2,20
CP_1283,C_1240,07-10-20,Loan application rejections,P_3,55
CP_1284,C_0538,07-10-20,Poor customer service,P_3,69
CP_1285,C_1413,07-10-20,ATM withdrawal issues,P_2,20
CP_1286,C_0849,07-10-20,Account balance discrepancies,P_3,85
CP_1287,C_1249,08-10-20,Account balance discrepancies,P_3,70
CP_1288,C_0271,08-10-20,Loan application rejections,P_3,52
CP_1289,C_0796,08-10-20,Account balance discrepancies,P_3,36
CP_1290,C_0677,08-10-20,Loan application rejections,P_3,67
CP_1291,C_0538,08-10-20,Loan application rejections,P_3,79
CP_1292,C_0615,08-10-20,Account balance discrepancies,P_3,28
CP_1293,C_0882,08-10-20,Failed online transactions,P_2,24
CP_1294,C_1116,09-10-20,Account balance discrepancies,P_3,40
CP_1295,C_0606,09-10-20,Poor customer service,P_3,96
CP_1296,C_0704,10-10-20,Loan application rejections,P_3,28
CP_1297,C_1388,11-10-20,Account closure problems,P_2,13
CP_1298,C_1205,11-10-20,Failed online transactions,P_2,17
CP_1299,C_1173,11-10-20,Poor customer service,P_3,48
CP_1300,C_0597,11-10-20,Delayed or undelivered statements,P_2,23
CP_1301,C_0598,11-10-20,Loan application rejections,P_3,97
CP_1302,C_1252,12-10-20,Account balance discrepancies,P_3,65
CP_1303,C_0535,12-10-20,Account balance discrepancies,P_3,30
CP_1304,C_0691,12-10-20,Poor customer service,P_3,59
CP_1305,C_1009,12-10-20,Loan application rejections,P_3,60
CP_1306,C_1343,12-10-20,Loan application rejections,P_3,94
CP_1307,C_0769,13-10-20,Poor customer service,P_3,89
CP_1308,C_1077,13-10-20,Account balance discrepancies,P_3,78
CP_1309,C_1430,13-10-20,Account balance discrepancies,P_3,69
CP_1310,C_1065,13-10-20,Account balance discrepancies,P_3,73
CP_1311,C_0724,13-10-20,Account closure problems,P_2,7
CP_1312,C_1470,13-10-20,Disputed charges,P_2,14
CP_1313,C_0370,14-10-20,Loan application rejections,P_3,72
CP_1314,C_0725,14-10-20,Disputed charges,P_2,21
CP_1315,C_0684,14-10-20,Disputed charges,P_2,7
CP_1316,C_0811,14-10-20,Disputed charges,P_2,21
CP_1317,C_0123,14-10-20,Poor customer service,P_3,80
CP_1318,C_0172,14-10-20,Account balance discrepancies,P_3,93
CP_1319,C_0812,14-10-20,Poor customer service,P_3,38
CP_1320,C_0724,15-10-20,Account balance discrepancies,P_3,91
CP_1321,C_0544,15-10-20,Disputed charges,P_2,8
CP_1322,C_1132,15-10-20,Poor customer service,P_3,56
CP_1323,C_1289,15-10-20,Account balance discrepancies,P_3,54
CP_1324,C_1267,16-10-20,Unauthorized transactions,P_1,3
CP_1325,C_0848,16-10-20,Failed online transactions,P_2,15
CP_1326,C_0995,16-10-20,Poor customer service,P_3,51
CP_1327,C_0439,16-10-20,Account balance discrepancies,P_3,94
CP_1328,C_0654,16-10-20,Loan application rejections,P_3,30
CP_1329,C_0878,17-10-20,Disputed charges,P_2,13
CP_1330,C_1485,17-10-20,Poor customer service,P_3,75
CP_1331,C_1441,17-10-20,Account balance discrepancies,P_3,41
CP_1332,C_0949,17-10-20,Poor customer service,P_3,72
CP_1333,C_0095,18-10-20,Loan application rejections,P_3,42
CP_1334,C_0642,18-10-20,Account balance discrepancies,P_3,82
CP_1335,C_1304,18-10-20,Unauthorized transactions,P_1,2
CP_1336,C_1404,18-10-20,Loan application rejections,P_3,69
CP_1337,C_1452,19-10-20,Loan application rejections,P_3,87
CP_1338,C_0711,19-10-20,Delayed or undelivered statements,P_2,15
CP_1339,C_1345,19-10-20,Poor customer service,P_3,36
CP_1340,C_1489,19-10-20,Loan application rejections,P_3,49
CP_1341,C_0914,20-10-20,Delayed or undelivered statements,P_2,6
CP_1342,C_0950,20-10-20,Loan application rejections,P_3,77
CP_1343,C_0330,20-10-20,Loan application rejections,P_3,81
CP_1344,C_1057,20-10-20,Loan application rejections,P_3,73
CP_1345,C_1224,20-10-20,Loan application rejections,P_3,48
CP_1346,C_0050,20-10-20,Poor customer service,P_3,50
CP_1347,C_0951,20-10-20,Failed online transactions,P_2,15
CP_1348,C_0952,20-10-20,Failed online transactions,P_2,17
CP_1349,C_1402,20-10-20,Poor customer service,P_3,30
CP_1350,C_1221,21-10-20,Loan application rejections,P_3,72
CP_1351,C_0378,21-10-20,Account balance discrepancies,P_3,34
CP_1352,C_0768,21-10-20,Failed online transactions,P_2,18
CP_1353,C_0976,21-10-20,Loan application rejections,P_3,50
CP_1354,C_0824,22-10-20,Account balance discrepancies,P_3,84
CP_1355,C_0853,22-10-20,Disputed charges,P_2,8
CP_1356,C_0984,22-10-20,Account balance discrepancies,P_3,53
CP_1357,C_1139,22-10-20,Account balance discrepancies,P_3,64
CP_1358,C_1320,22-10-20,Account balance discrepancies,P_3,58
CP_1359,C_1475,23-10-20,Account balance discrepancies,P_3,39
CP_1360,C_1498,23-10-20,Loan application rejections,P_3,74
CP_1361,C_1499,23-10-20,Loan application rejections,P_3,51
CP_1362,C_0636,23-10-20,Loan application rejections,P_3,51
CP_1363,C_0727,24-10-20,Account balance discrepancies,P_3,25
CP_1364,C_1419,24-10-20,Disputed charges,P_2,8
CP_1365,C_0205,25-10-20,Account balance discrepancies,P_3,70
CP_1366,C_0449,26-10-20,Disputed charges,P_2,19
CP_1367,C_1244,26-10-20,Account balance discrepancies,P_3,86
CP_1368,C_1453,26-10-20,Account balance discrepancies,P_3,68
CP_1369,C_0635,26-10-20,Poor customer service,P_3,59
CP_1370,C_1189,27-10-20,Disputed charges,P_2,6
CP_1371,C_1453,27-10-20,Delayed or undelivered statements,P_2,16
CP_1372,C_1040,27-10-20,Poor customer service,P_3,82
CP_1373,C_1290,27-10-20,Account balance discrepancies,P_3,84
CP_1374,C_0283,27-10-20,Disputed charges,P_2,14
CP_1375,C_0636,27-10-20,Loan application rejections,P_3,90
CP_1376,C_0774,27-10-20,Poor customer service,P_3,86
CP_1377,C_0792,27-10-20,Account balance discrepancies,P_3,70
CP_1378,C_0793,27-10-20,Poor customer service,P_3,91
CP_1379,C_0027,28-10-20,Account balance discrepancies,P_3,37
CP_1380,C_0794,28-10-20,Loan application rejections,P_3,49
CP_1381,C_0795,28-10-20,Poor customer service,P_3,54
CP_1382,C_0273,28-10-20,Account balance discrepancies,P_3,60
CP_1383,C_0971,28-10-20,Loan application rejections,P_3,52
CP_1384,C_0796,29-10-20,Loan application rejections,P_3,27
CP_1385,C_0797,29-10-20,Account balance discrepancies,P_3,90
CP_1386,C_0798,29-10-20,Loan application rejections,P_3,40
CP_1387,C_1264,29-10-20,Poor customer service,P_3,57
CP_1388,C_1265,30-10-20,Account balance discrepancies,P_3,29
CP_1389,C_1182,30-10-20,Account balance discrepancies,P_3,79
CP_1390,C_1368,30-10-20,Loan application rejections,P_3,29
CP_1391,C_0355,30-10-20,Loan application rejections,P_3,40
CP_1392,C_1029,31-10-20,Loan application rejections,P_3,38
CP_1393,C_1369,31-10-20,Account balance discrepancies,P_3,87
CP_1394,C_1370,31-10-20,Card activation issues,P_1,2
CP_1395,C_1371,31-10-20,Loan application rejections,P_3,80
CP_1396,C_0769,31-10-20,Poor customer service,P_3,57
CP_1397,C_0377,31-10-20,Card activation issues,P_1,3
CP_1398,C_0673,01-11-20,Poor customer service,P_3,88
CP_1399,C_0947,01-11-20,ATM withdrawal issues,P_2,12
CP_1400,C_0363,01-11-20,Account balance discrepancies,P_3,93
CP_1401,C_0598,01-11-20,Poor customer service,P_3,43
CP_1402,C_0006,02-11-20,Poor customer service,P_3,50
CP_1403,C_0596,02-11-20,Delayed or undelivered statements,P_2,12
CP_1404,C_1002,02-11-20,Poor customer service,P_3,46
CP_1405,C_1484,02-11-20,Account closure problems,P_2,16
CP_1406,C_0117,02-11-20,Loan application rejections,P_3,93
CP_1407,C_0362,03-11-20,Account balance discrepancies,P_3,68
CP_1408,C_0397,03-11-20,Account balance discrepancies,P_3,99
CP_1409,C_0225,03-11-20,Loan application rejections,P_3,43
CP_1410,C_0390,04-11-20,Loan application rejections,P_3,99
CP_1411,C_0744,04-11-20,Poor customer service,P_3,69
CP_1412,C_1426,04-11-20,Failed online transactions,P_2,19
CP_1413,C_1470,04-11-20,Poor customer service,P_3,58
CP_1414,C_1485,04-11-20,Poor customer service,P_3,56
CP_1415,C_0959,04-11-20,Account balance discrepancies,P_3,97
CP_1416,C_0417,04-11-20,Account balance discrepancies,P_3,51
CP_1417,C_0930,04-11-20,Account balance discrepancies,P_3,33
CP_1418,C_0414,05-11-20,Poor customer service,P_3,32
CP_1419,C_1107,05-11-20,Poor customer service,P_3,26
CP_1420,C_1232,05-11-20,Account balance discrepancies,P_3,61
CP_1421,C_0522,05-11-20,ATM withdrawal issues,P_2,23
CP_1422,C_0249,05-11-20,Disputed charges,P_2,16
CP_1423,C_0284,05-11-20,Poor customer service,P_3,79
CP_1424,C_1233,05-11-20,Delayed or undelivered statements,P_2,11
CP_1425,C_1135,06-11-20,Poor customer service,P_3,54
CP_1426,C_1367,06-11-20,Disputed charges,P_2,12
CP_1427,C_0613,06-11-20,Poor customer service,P_3,67
CP_1428,C_1263,06-11-20,Delayed or undelivered statements,P_2,5
CP_1429,C_1002,07-11-20,Account balance discrepancies,P_3,60
CP_1430,C_0731,08-11-20,Loan application rejections,P_3,61
CP_1431,C_0482,08-11-20,Account balance discrepancies,P_3,33
CP_1432,C_1003,08-11-20,Poor customer service,P_3,61
CP_1433,C_0775,08-11-20,Account balance discrepancies,P_3,64
CP_1434,C_0775,08-11-20,Loan application rejections,P_3,83
CP_1435,C_0119,08-11-20,Loan application rejections,P_3,60
CP_1436,C_1340,08-11-20,Poor customer service,P_3,74
CP_1437,C_0038,08-11-20,Failed online transactions,P_2,24
CP_1438,C_0184,09-11-20,Poor customer service,P_3,28
CP_1439,C_1177,09-11-20,Account balance discrepancies,P_3,73
CP_1440,C_1088,09-11-20,Account balance discrepancies,P_3,71
CP_1441,C_1333,09-11-20,Account balance discrepancies,P_3,74
CP_1442,C_0331,09-11-20,Account balance discrepancies,P_3,59
CP_1443,C_1484,10-11-20,Account balance discrepancies,P_3,84
CP_1444,C_1334,10-11-20,Poor customer service,P_3,71
CP_1445,C_0474,10-11-20,Loan application rejections,P_3,95
CP_1446,C_0665,10-11-20,Poor customer service,P_3,75
CP_1447,C_1246,12-11-20,Poor customer service,P_3,33
CP_1448,C_1441,12-11-20,Loan application rejections,P_3,88
CP_1449,C_0037,12-11-20,Disputed charges,P_2,21
CP_1450,C_0672,13-11-20,Account balance discrepancies,P_3,31
CP_1451,C_1262,13-11-20,ATM withdrawal issues,P_2,12
CP_1452,C_0544,13-11-20,Account balance discrepancies,P_3,86
CP_1453,C_0889,13-11-20,Loan application rejections,P_3,64
CP_1454,C_1119,13-11-20,Poor customer service,P_3,99
CP_1455,C_0176,13-11-20,Account balance discrepancies,P_3,82
CP_1456,C_0106,13-11-20,Account balance discrepancies,P_3,44
CP_1457,C_0309,14-11-20,Account balance discrepancies,P_3,82
CP_1458,C_0643,14-11-20,Account balance discrepancies,P_3,74
CP_1459,C_0660,14-11-20,Account balance discrepancies,P_3,84
CP_1460,C_0587,14-11-20,Poor customer service,P_3,63
CP_1461,C_1215,15-11-20,Account balance discrepancies,P_3,83
CP_1462,C_0695,15-11-20,Delayed or undelivered statements,P_2,19
CP_1463,C_0746,15-11-20,Poor customer service,P_3,43
CP_1464,C_0847,15-11-20,Account balance discrepancies,P_3,58
CP_1465,C_0948,15-11-20,Poor customer service,P_3,100
CP_1466,C_0725,16-11-20,Loan application rejections,P_3,63
CP_1467,C_1389,16-11-20,Disputed charges,P_2,9
CP_1468,C_0040,16-11-20,Loan application rejections,P_3,26
CP_1469,C_0275,16-11-20,Delayed or undelivered statements,P_2,9
CP_1470,C_0951,16-11-20,Account balance discrepancies,P_3,42
CP_1471,C_0611,17-11-20,Account balance discrepancies,P_3,95
CP_1472,C_1455,17-11-20,Loan application rejections,P_3,80
CP_1473,C_0525,17-11-20,Poor customer service,P_3,82
CP_1474,C_1093,17-11-20,ATM withdrawal issues,P_2,17
CP_1475,C_1305,18-11-20,Account balance discrepancies,P_3,89
CP_1476,C_0653,18-11-20,Delayed or undelivered statements,P_2,14
CP_1477,C_1456,18-11-20,Account closure problems,P_2,9
CP_1478,C_0231,18-11-20,Account balance discrepancies,P_3,75
CP_1479,C_1092,18-11-20,Poor customer service,P_3,96
CP_1480,C_1432,19-11-20,Account closure problems,P_2,22
CP_1481,C_0003,19-11-20,Poor customer service,P_3,69
CP_1482,C_1405,19-11-20,Disputed charges,P_2,11
CP_1483,C_0167,19-11-20,Poor customer service,P_3,60
CP_1484,C_0290,19-11-20,Poor customer service,P_3,78
CP_1485,C_0335,19-11-20,Account balance discrepancies,P_3,45
CP_1486,C_1410,19-11-20,Loan application rejections,P_3,28
CP_1487,C_0455,19-11-20,Account balance discrepancies,P_3,71
CP_1488,C_0647,19-11-20,Account balance discrepancies,P_3,49
CP_1489,C_1273,19-11-20,Account closure problems,P_2,21
CP_1490,C_0663,19-11-20,Account balance discrepancies,P_3,72
CP_1491,C_0561,19-11-20,Loan application rejections,P_3,57
CP_1492,C_0818,19-11-20,Loan application rejections,P_3,36
CP_1493,C_0107,20-11-20,Poor customer service,P_3,99
CP_1494,C_0496,20-11-20,ATM withdrawal issues,P_2,17
CP_1495,C_1046,20-11-20,Failed online transactions,P_2,20
CP_1496,C_1084,20-11-20,Account balance discrepancies,P_3,25
CP_1497,C_1249,20-11-20,Loan application rejections,P_3,78
CP_1498,C_0091,20-11-20,Failed online transactions,P_2,6
CP_1499,C_0981,20-11-20,Loan application rejections,P_3,25
CP_1500,C_1120,21-11-20,Loan application rejections,P_3,98
CP_1501,C_1342,21-11-20,Loan application rejections,P_3,93
CP_1502,C_1250,21-11-20,Account balance discrepancies,P_3,40
CP_1503,C_1480,22-11-20,Delayed or undelivered statements,P_2,16
CP_1504,C_0796,22-11-20,Account balance discrepancies,P_3,93
CP_1505,C_1253,22-11-20,Loan application rejections,P_3,53
CP_1506,C_0571,22-11-20,Poor customer service,P_3,85
CP_1507,C_1255,22-11-20,Account balance discrepancies,P_3,32
CP_1508,C_0024,22-11-20,Poor customer service,P_3,85
CP_1509,C_0959,22-11-20,Card activation issues,P_1,3
CP_1510,C_0960,23-11-20,Account balance discrepancies,P_3,68
CP_1511,C_0081,23-11-20,Poor customer service,P_3,53
CP_1512,C_0194,23-11-20,Loan application rejections,P_3,73
CP_1513,C_1393,23-11-20,Account balance discrepancies,P_3,74
CP_1514,C_1189,23-11-20,Poor customer service,P_3,28
CP_1515,C_0961,24-11-20,Loan application rejections,P_3,82
CP_1516,C_0962,24-11-20,Loan application rejections,P_3,85
CP_1517,C_0459,25-11-20,Account balance discrepancies,P_3,80
CP_1518,C_0610,25-11-20,Loan application rejections,P_3,74
