Account_SKey,Account_ID,Customer_ID,Account_Type,Balance,Account_Open Date,Account_End Date,Status 
SA_4076,AC_4076,C_0881,Credit Card,20922.69,17-10-20,,Active
SA_4077,AC_4077,C_0022,Credit Card,28479.55,17-10-20,,Active
SA_4078,AC_4078,C_0155,Credit Card,55146.36,17-10-20,,Active
SA_4079,AC_4079,C_0691,Hire Purchase,41881.91,17-10-20,,Active
SA_4080,AC_4080,C_0840,Certificate of Deposit,44335.18,17-10-20,,Active
SA_4081,AC_4081,C_1011,Hire Purchase,24814.065,17-10-20,,Active
SA_4082,AC_4082,C_0783,Checking Account,27131.43,17-10-20,,Active
SA_4083,AC_4083,C_1143,Credit Card,32709.45,17-10-20,,Active
SA_4084,AC_4084,C_0799,Fixed Deposit,85257.285,17-10-20,,Active
SA_4085,AC_4085,C_1125,Saving Account,93327.51,17-10-20,,Active
SA_4086,AC_4086,C_0834,Fixed Deposit,108674.69,18-10-20,,Active
SA_4087,AC_4087,C_0260,Debit Card,12765.42,18-10-20,,Active
SA_4088,AC_4088,C_0799,Certificate of Deposit,65655.36,18-10-20,,Active
SA_4089,AC_4089,C_0800,Credit Card,10013.03,18-10-20,,Active
SA_4090,AC_4090,C_0801,Saving Account,17076.49,18-10-20,,Active
SA_4091,AC_4091,C_0802,Credit Card,9069.47,18-10-20,,Active
SA_4092,AC_4092,C_0781,Fixed Deposit,3115.49,18-10-20,,Active
SA_4093,AC_4093,C_0830,Credit Card,7992.21,18-10-20,,Active
SA_4094,AC_4094,C_0746,Hire Purchase,45899.62,18-10-20,,Active
SA_4095,AC_4095,C_1041,Debit Card,21915.255,18-10-20,,Active
SA_4096,AC_4096,C_0024,Saving Account,92381.445,18-10-20,,Active
SA_4097,AC_4097,C_0827,Credit Card,252329.625,18-10-20,,Active
SA_4098,AC_4098,C_1300,Mortgages,20407.02,19-10-20,08-10-22,Closed
SA_4099,AC_4099,C_0356,Fixed Deposit,17740.51,19-10-20,,Active
SA_4100,AC_4100,C_0803,Credit Card,138396.32,19-10-20,,Active
SA_4101,AC_4101,C_0551,Hire Purchase,7709.87,19-10-20,22-12-22,Closed
SA_4102,AC_4102,C_1028,Credit Card,3014.85,19-10-20,,Active
SA_4103,AC_4103,C_0803,Hire Purchase,2716.79,19-10-20,,Active
SA_4104,AC_4104,C_0804,Saving Account,12232.83,19-10-20,,Active
SA_4105,AC_4105,C_0805,Saving Account,6674.7,19-10-20,,Active
SA_4106,AC_4106,C_1321,Hire Purchase,145411.39,19-10-20,,Active
SA_4107,AC_4107,C_0814,Mortgages,21899.325,19-10-20,,Active
SA_4108,AC_4108,C_0465,Saving Account,25510.725,19-10-20,,Active
SA_4109,AC_4109,C_1232,Debit Card,28244.685,19-10-20,,Active
SA_4110,AC_4110,C_0723,Debit Card,38125.965,19-10-20,,Active
SA_4111,AC_4111,C_0590,Saving Account,51319.26,19-10-20,,Active
SA_4112,AC_4112,C_0418,Credit Card,69633.63,19-10-20,,Active
SA_4113,AC_4113,C_0069,Mortgages,35751.37,20-10-20,30-10-22,Closed
SA_4114,AC_4114,C_1133,Debit Card,24237.4,20-10-20,,Active
SA_4115,AC_4115,C_0397,Credit Card,279.01,20-10-20,,Active
SA_4116,AC_4116,C_0947,Saving Account,52990.7,20-10-20,,Active
SA_4117,AC_4117,C_0806,Checking Account,38462.35,20-10-20,,Active
SA_4118,AC_4118,C_0807,Fixed Deposit,26165.32,20-10-20,,Active
SA_4119,AC_4119,C_0808,Fixed Deposit,22477.05,20-10-20,,Active
SA_4120,AC_4120,C_0809,Mortgages,6866.31,20-10-20,,Active
SA_4121,AC_4121,C_0810,Credit Card,87050.11,20-10-20,,Active
SA_4122,AC_4122,C_1026,Checking Account,47271.67,20-10-20,,Active
SA_4123,AC_4123,C_0098,Fixed Deposit,69101.23,20-10-20,,Active
SA_4124,AC_4124,C_1020,Saving Account,34393.8,20-10-20,,Active
SA_4125,AC_4125,C_0424,Credit Card,85709.46,20-10-20,,Active
SA_4126,AC_4126,C_0825,Credit Card,15943.065,20-10-20,,Active
SA_4127,AC_4127,C_0612,Hire Purchase,34134.855,20-10-20,,Active
SA_4128,AC_4128,C_0523,Fixed Deposit,58912.68,20-10-20,,Active
SA_4129,AC_4129,C_0647,Debit Card,145680.72,20-10-20,,Active
SA_4130,AC_4130,C_1189,Certificate of Deposit,42471.07,21-10-20,,Active
SA_4131,AC_4131,C_0500,Debit Card,44609.05,21-10-20,,Active
SA_4132,AC_4132,C_0811,Checking Account,12813.83,21-10-20,,Active
SA_4133,AC_4133,C_1090,Saving Account,79483.58,21-10-20,,Active
SA_4134,AC_4134,C_0823,Fixed Deposit,5142.84,21-10-20,,Active
SA_4135,AC_4135,C_1465,Debit Card,13930.485,21-10-20,,Active
SA_4136,AC_4136,C_0700,Saving Account,25075.665,21-10-20,,Active
SA_4137,AC_4137,C_0217,Checking Account,43693.665,21-10-20,,Active
SA_4138,AC_4138,C_0881,Certificate of Deposit,40515.6,22-10-20,19-02-22,Closed
SA_4139,AC_4139,C_0812,Debit Card,41897.53,22-10-20,,Active
SA_4140,AC_4140,C_0813,Saving Account,51991.07,22-10-20,,Active
SA_4141,AC_4141,C_0676,Fixed Deposit,9061.01,22-10-20,,Active
SA_4142,AC_4142,C_0685,Saving Account,148477.57,22-10-20,,Active
SA_4143,AC_4143,C_1123,Mortgages,13100.46,22-10-20,,Active
SA_4144,AC_4144,C_1497,Mortgages,51614.58,22-10-20,,Active
SA_4145,AC_4145,C_0401,Checking Account,30709.03,22-10-20,,Active
SA_4146,AC_4146,C_0427,Mortgages,361.64,22-10-20,,Active
SA_4147,AC_4147,C_0892,Fixed Deposit,197923.05,22-10-20,,Active
SA_4148,AC_4148,C_0063,Certificate of Deposit,5300.47,22-10-20,,Active
SA_4149,AC_4149,C_0151,Mortgages,37520.39,22-10-20,,Active
SA_4150,AC_4150,C_0131,Hire Purchase,54130.35,22-10-20,,Active
SA_4151,AC_4151,C_0663,Fixed Deposit,114493.425,22-10-20,,Active
SA_4152,AC_4152,C_0867,Fixed Deposit,121063.725,22-10-20,,Active
SA_4153,AC_4153,C_0074,Certificate of Deposit,12426.64,23-10-20,15-07-22,Closed
SA_4154,AC_4154,C_0014,Saving Account,94490.55,23-10-20,,Active
SA_4155,AC_4155,C_0813,Fixed Deposit,77140.53,23-10-20,,Active
SA_4156,AC_4156,C_0483,Checking Account,24501,23-10-20,,Active
SA_4157,AC_4157,C_1021,Certificate of Deposit,9707.95,23-10-20,07-07-22,Closed
SA_4158,AC_4158,C_0766,Saving Account,50974.57,23-10-20,,Active
SA_4159,AC_4159,C_0104,Fixed Deposit,22686,23-10-20,,Active
SA_4160,AC_4160,C_0814,Fixed Deposit,43520.9,23-10-20,,Active
SA_4161,AC_4161,C_0815,Saving Account,16024.43,23-10-20,,Active
SA_4162,AC_4162,C_0816,Credit Card,64940.12,23-10-20,,Active
SA_4163,AC_4163,C_0521,Credit Card,14187.24,23-10-20,,Active
SA_4164,AC_4164,C_0834,Mortgages,45868.51,23-10-20,,Active
SA_4165,AC_4165,C_0914,Credit Card,28395.48,23-10-20,,Active
SA_4166,AC_4166,C_0774,Certificate of Deposit,42662.04,23-10-20,,Active
SA_4167,AC_4167,C_0325,Fixed Deposit,55035.735,23-10-20,,Active
SA_4168,AC_4168,C_0806,Checking Account,89903.625,23-10-20,,Active
SA_4169,AC_4169,C_0219,Saving Account,31660.86,24-10-20,,Active
SA_4170,AC_4170,C_0425,Mortgages,7541.33,24-10-20,30-09-22,Closed
SA_4171,AC_4171,C_0342,Hire Purchase,25049.02,24-10-20,,Active
SA_4172,AC_4172,C_0313,Debit Card,32430.78,24-10-20,,Active
SA_4173,AC_4173,C_0167,Mortgages,4111.42,24-10-20,22-10-22,Closed
SA_4174,AC_4174,C_0817,Certificate of Deposit,87136.45,24-10-20,,Active
SA_4175,AC_4175,C_0818,Mortgages,199409.19,24-10-20,,Active
SA_4176,AC_4176,C_0819,Checking Account,27784.27,24-10-20,,Active
SA_4177,AC_4177,C_0820,Fixed Deposit,16842.71,24-10-20,,Active
SA_4178,AC_4178,C_0403,Credit Card,59125.17,24-10-20,,Active
SA_4179,AC_4179,C_0503,Debit Card,62218.34,24-10-20,,Active
SA_4180,AC_4180,C_0045,Saving Account,59125.17,24-10-20,,Active
SA_4181,AC_4181,C_0763,Certificate of Deposit,9071.71,24-10-20,,Active
SA_4182,AC_4182,C_0639,Saving Account,1812.09,24-10-20,,Active
SA_4183,AC_4183,C_0637,Credit Card,23791.5,24-10-20,,Active
SA_4184,AC_4184,C_1238,Debit Card,113430.75,24-10-20,,Active
SA_4185,AC_4185,C_0744,Mortgages,266286.285,24-10-20,,Active
SA_4186,AC_4186,C_0146,Credit Card,51707.8,25-10-20,,Active
SA_4187,AC_4187,C_0306,Credit Card,111412.09,25-10-20,,Active
SA_4188,AC_4188,C_0683,Mortgages,31896.91,25-10-20,24-04-22,Closed
SA_4189,AC_4189,C_0821,Debit Card,84872.66,25-10-20,,Active
SA_4190,AC_4190,C_1208,Checking Account,58442.24,25-10-20,,Active
SA_4191,AC_4191,C_0448,Mortgages,83595.79,25-10-20,,Active
SA_4192,AC_4192,C_1110,Hire Purchase,2299.26,25-10-20,,Active
SA_4193,AC_4193,C_1458,Saving Account,89543.25,25-10-20,,Active
SA_4194,AC_4194,C_0897,Debit Card,7364.985,25-10-20,,Active
SA_4195,AC_4195,C_1099,Debit Card,31453.98,25-10-20,,Active
SA_4196,AC_4196,C_1196,Saving Account,62022.12,25-10-20,,Active
SA_4197,AC_4197,C_0789,Hire Purchase,75686.565,25-10-20,,Active
SA_4198,AC_4198,C_0821,Fixed Deposit,26572.57,26-10-20,,Active
SA_4199,AC_4199,C_0822,Mortgages,55297.13,26-10-20,,Active
SA_4200,AC_4200,C_0823,Hire Purchase,23703.79,26-10-20,,Active
SA_4201,AC_4201,C_0824,Checking Account,86275.31,26-10-20,,Active
SA_4202,AC_4202,C_0020,Debit Card,30189.87,26-10-20,,Active
SA_4203,AC_4203,C_0031,Mortgages,53217.3,26-10-20,,Active
SA_4204,AC_4204,C_0570,Saving Account,5582.48,26-10-20,,Active
SA_4205,AC_4205,C_0650,Mortgages,132675.53,26-10-20,,Active
SA_4206,AC_4206,C_0741,Hire Purchase,47072.67,26-10-20,,Active
SA_4207,AC_4207,C_0543,Debit Card,26551.11,26-10-20,,Active
SA_4208,AC_4208,C_0878,Credit Card,23059.56,26-10-20,,Active
SA_4209,AC_4209,C_1026,Fixed Deposit,51112.935,26-10-20,,Active
SA_4210,AC_4210,C_0811,Mortgages,78503.985,26-10-20,,Active
SA_4211,AC_4211,C_1236,Credit Card,96422.67,26-10-20,,Active
SA_4212,AC_4212,C_1207,Hire Purchase,41652.84,27-10-20,15-11-22,Closed
SA_4213,AC_4213,C_1381,Certificate of Deposit,32676.42,27-10-20,23-01-22,Closed
SA_4214,AC_4214,C_0825,Hire Purchase,39380.29,27-10-20,,Active
SA_4215,AC_4215,C_0826,Saving Account,18027.52,27-10-20,,Active
SA_4216,AC_4216,C_0827,Debit Card,103182.46,27-10-20,,Active
SA_4217,AC_4217,C_0496,Credit Card,21508.14,27-10-20,,Active
SA_4218,AC_4218,C_0839,Fixed Deposit,96808.76,27-10-20,,Active
SA_4219,AC_4219,C_0522,Checking Account,6663.03,27-10-20,,Active
SA_4220,AC_4220,C_0075,Fixed Deposit,29785.545,27-10-20,,Active
SA_4221,AC_4221,C_0380,Hire Purchase,38125.965,27-10-20,,Active
SA_4222,AC_4222,C_0308,Certificate of Deposit,39717.525,27-10-20,,Active
SA_4223,AC_4223,C_0776,Fixed Deposit,53411.445,27-10-20,,Active
SA_4224,AC_4224,C_0688,Credit Card,93206.685,27-10-20,,Active
SA_4225,AC_4225,C_0085,Debit Card,112917.42,28-10-20,,Active
SA_4226,AC_4226,C_1038,Certificate of Deposit,22058.44,28-10-20,27-01-22,Closed
SA_4227,AC_4227,C_1492,Certificate of Deposit,31719.69,28-10-20,,Active
SA_4228,AC_4228,C_1289,Hire Purchase,68113.06,28-10-20,07-02-22,Closed
SA_4229,AC_4229,C_0773,Hire Purchase,53554.5,28-10-20,20-09-22,Closed
SA_4230,AC_4230,C_0828,Certificate of Deposit,33703.11,28-10-20,,Active
SA_4231,AC_4231,C_0829,Mortgages,33172.4,28-10-20,,Active
SA_4232,AC_4232,C_0830,Hire Purchase,11897.17,28-10-20,,Active
SA_4233,AC_4233,C_0385,Checking Account,27726.59,28-10-20,,Active
SA_4234,AC_4234,C_0451,Mortgages,44066.67,28-10-20,,Active
SA_4235,AC_4235,C_0200,Mortgages,28837.14,28-10-20,,Active
SA_4236,AC_4236,C_0706,Fixed Deposit,193021.49,29-10-20,,Active
SA_4237,AC_4237,C_0172,Fixed Deposit,4808.93,29-10-20,,Active
SA_4238,AC_4238,C_0593,Fixed Deposit,33373.82,29-10-20,,Active
SA_4239,AC_4239,C_0169,Debit Card,3673.79,29-10-20,,Active
SA_4240,AC_4240,C_0831,Debit Card,10247.99,29-10-20,,Active
SA_4241,AC_4241,C_0832,Saving Account,57918.09,29-10-20,,Active
SA_4242,AC_4242,C_0525,Fixed Deposit,74637.96,29-10-20,,Active
SA_4243,AC_4243,C_1252,Saving Account,47115.07,29-10-20,,Active
SA_4244,AC_4244,C_0529,Mortgages,22067.63,29-10-20,,Active
SA_4245,AC_4245,C_0782,Saving Account,12258.48,29-10-20,,Active
SA_4246,AC_4246,C_0332,Saving Account,14097.675,29-10-20,,Active
SA_4247,AC_4247,C_1132,Debit Card,38097.045,29-10-20,,Active
SA_4248,AC_4248,C_0917,Checking Account,46063.545,29-10-20,,Active
SA_4249,AC_4249,C_0450,Hire Purchase,2838.91,30-10-20,15-02-22,Closed
SA_4250,AC_4250,C_0159,Fixed Deposit,73722.88,30-10-20,,Active
SA_4251,AC_4251,C_0833,Saving Account,18393.7,30-10-20,,Active
SA_4252,AC_4252,C_0834,Hire Purchase,198030.24,30-10-20,,Active
SA_4253,AC_4253,C_1187,Credit Card,103182.46,30-10-20,,Active
SA_4254,AC_4254,C_0846,Mortgages,6471.9,30-10-20,,Active
SA_4255,AC_4255,C_1049,Checking Account,86591.86,30-10-20,,Active
SA_4256,AC_4256,C_0591,Mortgages,8588.94,30-10-20,,Active
SA_4257,AC_4257,C_0685,Credit Card,27568.515,30-10-20,,Active
SA_4258,AC_4258,C_1336,Hire Purchase,31471.605,30-10-20,,Active
SA_4259,AC_4259,C_0477,Saving Account,31471.605,30-10-20,,Active
SA_4260,AC_4260,C_0716,Certificate of Deposit,37829.55,30-10-20,,Active
SA_4261,AC_4261,C_1103,Mortgages,59553.72,30-10-20,,Active
SA_4262,AC_4262,C_0727,Hire Purchase,29407.63,31-10-20,16-01-22,Closed
SA_4263,AC_4263,C_0891,Fixed Deposit,48355,31-10-20,,Active
SA_4264,AC_4264,C_0066,Credit Card,3120.2,31-10-20,,Active
SA_4265,AC_4265,C_0835,Debit Card,42226.31,31-10-20,,Active
SA_4266,AC_4266,C_0362,Checking Account,48502.88,31-10-20,,Active
SA_4267,AC_4267,C_1198,Saving Account,23818.59,31-10-20,,Active
SA_4268,AC_4268,C_0278,Debit Card,139182.975,31-10-20,,Active
SA_4269,AC_4269,C_1409,Credit Card,41292.98,01-11-20,,Active
SA_4270,AC_4270,C_1202,Hire Purchase,93586.64,01-11-20,05-12-22,Closed
SA_4271,AC_4271,C_0429,Credit Card,3856.26,01-11-20,,Active
SA_4272,AC_4272,C_0130,Fixed Deposit,27738.77,01-11-20,,Active
SA_4273,AC_4273,C_0402,Debit Card,22946.04,01-11-20,,Active
SA_4274,AC_4274,C_0836,Credit Card,41348.08,01-11-20,,Active
SA_4275,AC_4275,C_0837,Debit Card,40637.13,01-11-20,,Active
SA_4276,AC_4276,C_0838,Certificate of Deposit,36530.74,01-11-20,,Active
SA_4277,AC_4277,C_0839,Saving Account,2317.41,01-11-20,,Active
SA_4278,AC_4278,C_0492,Debit Card,49606.03,01-11-20,,Active
SA_4279,AC_4279,C_0893,Fixed Deposit,50111.16,01-11-20,,Active
SA_4280,AC_4280,C_1048,Mortgages,73357.86,01-11-20,,Active
SA_4281,AC_4281,C_1300,Credit Card,55601.44,01-11-20,,Active
SA_4282,AC_4282,C_1490,Saving Account,172129.26,01-11-20,,Active
SA_4283,AC_4283,C_0832,Certificate of Deposit,12939.73,01-11-20,,Active
SA_4284,AC_4284,C_0553,Credit Card,34957.515,01-11-20,,Active
SA_4285,AC_4285,C_0998,Certificate of Deposit,54130.35,01-11-20,,Active
SA_4286,AC_4286,C_0236,Checking Account,59553.72,01-11-20,,Active
SA_4287,AC_4287,C_0751,Hire Purchase,68988.24,01-11-20,,Active
SA_4288,AC_4288,C_1176,Certificate of Deposit,77423.415,01-11-20,,Active
SA_4289,AC_4289,C_0486,Checking Account,93039.27,01-11-20,,Active
SA_4290,AC_4290,C_0343,Certificate of Deposit,30907.61,02-11-20,24-06-22,Closed
SA_4291,AC_4291,C_0840,Certificate of Deposit,837.33,02-11-20,,Active
SA_4292,AC_4292,C_0841,Checking Account,182156.81,02-11-20,,Active
SA_4293,AC_4293,C_0947,Mortgages,10301.71,02-11-20,,Active
SA_4294,AC_4294,C_1373,Saving Account,45992.16,02-11-20,,Active
SA_4295,AC_4295,C_0186,Fixed Deposit,16995.99,02-11-20,,Active
SA_4296,AC_4296,C_0931,Saving Account,33042.13,02-11-20,,Active
SA_4297,AC_4297,C_1051,Fixed Deposit,2590.6,02-11-20,,Active
SA_4298,AC_4298,C_1316,Certificate of Deposit,24064.3,02-11-20,,Active
SA_4299,AC_4299,C_0787,Debit Card,12567.26,02-11-20,,Active
SA_4300,AC_4300,C_0644,Certificate of Deposit,6545.25,02-11-20,,Active
SA_4301,AC_4301,C_0796,Debit Card,31120.56,02-11-20,,Active
SA_4302,AC_4302,C_0509,Saving Account,56280.585,02-11-20,,Active
SA_4303,AC_4303,C_0532,Saving Account,59696.865,02-11-20,,Active
SA_4304,AC_4304,C_0367,Checking Account,69486.585,02-11-20,,Active
SA_4305,AC_4305,C_0548,Mortgages,284555.475,02-11-20,,Active
SA_4306,AC_4306,C_1030,Mortgages,41285.8,03-11-20,25-07-22,Closed
SA_4307,AC_4307,C_1072,Debit Card,89329.33,03-11-20,,Active
SA_4308,AC_4308,C_0243,Credit Card,43780.77,03-11-20,,Active
SA_4309,AC_4309,C_0854,Fixed Deposit,91759.2,03-11-20,,Active
SA_4310,AC_4310,C_0842,Checking Account,1684.44,03-11-20,,Active
SA_4311,AC_4311,C_0843,Debit Card,42635.27,03-11-20,,Active
SA_4312,AC_4312,C_0844,Debit Card,20412.43,03-11-20,,Active
SA_4313,AC_4313,C_0845,Checking Account,84080.85,03-11-20,,Active
SA_4314,AC_4314,C_0846,Credit Card,27673.63,03-11-20,,Active
SA_4315,AC_4315,C_1417,Mortgages,134526.87,03-11-20,,Active
SA_4316,AC_4316,C_0256,Mortgages,15452.89,03-11-20,,Active
SA_4317,AC_4317,C_0575,Certificate of Deposit,42676.89,03-11-20,,Active
SA_4318,AC_4318,C_0585,Checking Account,130339.035,03-11-20,,Active
SA_4319,AC_4319,C_0326,Credit Card,71637.04,04-11-20,,Active
SA_4320,AC_4320,C_1363,Credit Card,77710.39,04-11-20,,Active
SA_4321,AC_4321,C_0457,Credit Card,35076.06,04-11-20,,Active
SA_4322,AC_4322,C_0901,Debit Card,82664.04,04-11-20,,Active
SA_4323,AC_4323,C_1145,Hire Purchase,59162.23,04-11-20,,Active
SA_4324,AC_4324,C_1082,Fixed Deposit,45671.3,04-11-20,,Active
SA_4325,AC_4325,C_0899,Saving Account,10708.34,04-11-20,,Active
SA_4326,AC_4326,C_0777,Debit Card,21280.86,04-11-20,,Active
SA_4327,AC_4327,C_0638,Credit Card,60455.565,04-11-20,,Active
SA_4328,AC_4328,C_1475,Saving Account,97274.61,04-11-20,,Active
SA_4329,AC_4329,C_0029,Credit Card,51598.1,05-11-20,,Active
SA_4330,AC_4330,C_0424,Mortgages,39460.72,05-11-20,06-07-22,Closed
SA_4331,AC_4331,C_0847,Certificate of Deposit,127623.36,05-11-20,,Active
SA_4332,AC_4332,C_0848,Hire Purchase,58442.24,05-11-20,,Active
SA_4333,AC_4333,C_0849,Fixed Deposit,61324.68,05-11-20,,Active
SA_4334,AC_4334,C_0850,Certificate of Deposit,13612.39,05-11-20,,Active
SA_4335,AC_4335,C_0023,Saving Account,77908.67,05-11-20,,Active
SA_4336,AC_4336,C_0467,Credit Card,25417.31,05-11-20,,Active
SA_4337,AC_4337,C_1256,Credit Card,19224.76,05-11-20,,Active
SA_4338,AC_4338,C_0959,Debit Card,25525.88,05-11-20,,Active
SA_4339,AC_4339,C_1022,Saving Account,73793.66,05-11-20,,Active
SA_4340,AC_4340,C_1224,Certificate of Deposit,67459.545,05-11-20,,Active
SA_4341,AC_4341,C_1115,Hire Purchase,101645.955,05-11-20,,Active
SA_4342,AC_4342,C_0140,Fixed Deposit,106199.46,05-11-20,,Active
SA_4343,AC_4343,C_0569,Saving Account,45033.75,06-11-20,,Active
SA_4344,AC_4344,C_0495,Saving Account,8257.16,06-11-20,,Active
SA_4345,AC_4345,C_1047,Debit Card,41415.13,06-11-20,,Active
SA_4346,AC_4346,C_0302,Hire Purchase,43298.43,06-11-20,26-05-22,Closed
SA_4347,AC_4347,C_1316,Hire Purchase,105093.23,06-11-20,26-09-22,Closed
SA_4348,AC_4348,C_0533,Checking Account,188484.52,06-11-20,,Active
SA_4349,AC_4349,C_0268,Checking Account,177017.39,06-11-20,,Active
SA_4350,AC_4350,C_0302,Debit Card,71683.32,06-11-20,,Active
SA_4351,AC_4351,C_1373,Certificate of Deposit,85709.46,06-11-20,,Active
SA_4352,AC_4352,C_0030,Debit Card,83992.09,06-11-20,,Active
SA_4353,AC_4353,C_0240,Credit Card,466.89,06-11-20,,Active
SA_4354,AC_4354,C_0138,Mortgages,32262.21,06-11-20,,Active
SA_4355,AC_4355,C_0381,Checking Account,71913.06,06-11-20,,Active
SA_4356,AC_4356,C_0646,Certificate of Deposit,111999.315,06-11-20,,Active
SA_4357,AC_4357,C_0359,Checking Account,87500.9,07-11-20,,Active
SA_4358,AC_4358,C_0415,Credit Card,3140.85,07-11-20,,Active
SA_4359,AC_4359,C_0267,Fixed Deposit,63323.61,07-11-20,,Active
SA_4360,AC_4360,C_0851,Saving Account,68085.45,07-11-20,,Active
SA_4361,AC_4361,C_0852,Saving Account,34212.84,07-11-20,,Active
SA_4362,AC_4362,C_0853,Checking Account,37985.15,07-11-20,,Active
SA_4363,AC_4363,C_0854,Fixed Deposit,55720.37,07-11-20,,Active
SA_4364,AC_4364,C_0855,Checking Account,9347.83,07-11-20,,Active
SA_4365,AC_4365,C_1412,Certificate of Deposit,23251.07,07-11-20,,Active
SA_4366,AC_4366,C_0154,Certificate of Deposit,13562.565,07-11-20,,Active
SA_4367,AC_4367,C_0119,Hire Purchase,24585.165,07-11-20,,Active
SA_4368,AC_4368,C_0429,Checking Account,36131.985,07-11-20,,Active
SA_4369,AC_4369,C_0202,Checking Account,36576.885,07-11-20,,Active
SA_4370,AC_4370,C_0680,Saving Account,49698.675,07-11-20,,Active
SA_4371,AC_4371,C_1458,Hire Purchase,73572.195,07-11-20,,Active
SA_4372,AC_4372,C_0731,Credit Card,37281.32,08-11-20,,Active
SA_4373,AC_4373,C_0744,Fixed Deposit,7103.71,08-11-20,,Active
SA_4374,AC_4374,C_1245,Saving Account,39943.69,08-11-20,,Active
SA_4375,AC_4375,C_0856,Mortgages,12559.26,08-11-20,,Active
SA_4376,AC_4376,C_0857,Debit Card,78310.04,08-11-20,,Active
SA_4377,AC_4377,C_0858,Hire Purchase,33234.66,08-11-20,,Active
SA_4378,AC_4378,C_0859,Mortgages,126837.72,08-11-20,,Active
SA_4379,AC_4379,C_0860,Debit Card,171519.06,08-11-20,,Active
SA_4380,AC_4380,C_0317,Checking Account,26137.76,08-11-20,,Active
SA_4381,AC_4381,C_0264,Debit Card,16354.86,08-11-20,,Active
SA_4382,AC_4382,C_0015,Mortgages,42719.88,08-11-20,,Active
SA_4383,AC_4383,C_1138,Fixed Deposit,47668.35,08-11-20,,Active
SA_4384,AC_4384,C_0542,Hire Purchase,27833.06,09-11-20,29-06-22,Closed
SA_4385,AC_4385,C_0963,Fixed Deposit,88550.28,09-11-20,,Active
SA_4386,AC_4386,C_0751,Certificate of Deposit,18880.99,09-11-20,14-10-22,Closed
SA_4387,AC_4387,C_0898,Certificate of Deposit,139259.54,09-11-20,20-04-22,Closed
SA_4388,AC_4388,C_0861,Fixed Deposit,5711.43,09-11-20,,Active
SA_4389,AC_4389,C_0862,Saving Account,153604.44,09-11-20,,Active
SA_4390,AC_4390,C_0863,Mortgages,21424.46,09-11-20,,Active
SA_4391,AC_4391,C_0550,Debit Card,23251.07,09-11-20,,Active
SA_4392,AC_4392,C_1202,Debit Card,2526.66,09-11-20,,Active
SA_4393,AC_4393,C_0375,Checking Account,14958.96,09-11-20,,Active
SA_4394,AC_4394,C_0013,Certificate of Deposit,40781.63,10-11-20,,Active
SA_4395,AC_4395,C_1457,Hire Purchase,78150.39,10-11-20,11-04-22,Closed
SA_4396,AC_4396,C_0864,Checking Account,64191.88,10-11-20,,Active
SA_4397,AC_4397,C_0865,Checking Account,19680.67,10-11-20,,Active
SA_4398,AC_4398,C_0866,Checking Account,119014.87,10-11-20,,Active
SA_4399,AC_4399,C_0867,Debit Card,4837.23,10-11-20,,Active
SA_4400,AC_4400,C_0868,Fixed Deposit,20513.31,10-11-20,,Active
SA_4401,AC_4401,C_1487,Certificate of Deposit,30894.09,10-11-20,,Active
SA_4402,AC_4402,C_1178,Certificate of Deposit,68291.36,10-11-20,,Active
SA_4403,AC_4403,C_0333,Credit Card,10704.25,10-11-20,,Active
SA_4404,AC_4404,C_0997,Fixed Deposit,14958.96,10-11-20,,Active
SA_4405,AC_4405,C_1463,Credit Card,64476.54,10-11-20,,Active
SA_4406,AC_4406,C_0453,Mortgages,136824.735,10-11-20,,Active
SA_4407,AC_4407,C_0707,Certificate of Deposit,74862.98,11-11-20,04-05-22,Closed
SA_4408,AC_4408,C_1273,Fixed Deposit,24994.57,11-11-20,,Active
SA_4409,AC_4409,C_0298,Credit Card,466.01,11-11-20,,Active
SA_4410,AC_4410,C_1133,Hire Purchase,14282.81,11-11-20,15-05-22,Closed
SA_4411,AC_4411,C_1101,Fixed Deposit,128259.93,11-11-20,,Active
SA_4412,AC_4412,C_0606,Hire Purchase,113943.17,11-11-20,26-05-22,Closed
SA_4413,AC_4413,C_0026,Fixed Deposit,43249.26,11-11-20,,Active
SA_4414,AC_4414,C_0869,Hire Purchase,157567.37,11-11-20,,Active
SA_4415,AC_4415,C_0870,Mortgages,17538.34,11-11-20,,Active
SA_4416,AC_4416,C_0871,Checking Account,8313.3,11-11-20,,Active
SA_4417,AC_4417,C_0516,Credit Card,24087.99,11-11-20,,Active
SA_4418,AC_4418,C_1138,Certificate of Deposit,68884.38,11-11-20,,Active
SA_4419,AC_4419,C_1481,Hire Purchase,11634.97,11-11-20,,Active
SA_4420,AC_4420,C_0893,Mortgages,20740.75,11-11-20,,Active
SA_4421,AC_4421,C_0673,Checking Account,32060.6,11-11-20,,Active
SA_4422,AC_4422,C_0983,Certificate of Deposit,76943.565,11-11-20,,Active
SA_4423,AC_4423,C_0272,Saving Account,97051.515,11-11-20,,Active
SA_4424,AC_4424,C_1410,Certificate of Deposit,208598.91,11-11-20,,Active
SA_4425,AC_4425,C_0067,Debit Card,35874.31,12-11-20,,Active
SA_4426,AC_4426,C_0502,Debit Card,12356.64,12-11-20,,Active
SA_4427,AC_4427,C_0872,Debit Card,89906.69,12-11-20,,Active
