Customer_Skey,Customer_ID,Branch_ID,Employee_ID,Age,Age_Level,Occupation,Income,Income_Level,Record_Created Datetime,Record_Modifed Datetime
SC_0298,C_0298,B_13,E_045,50,Middle Aged,Employed,318483,Highest tax brackets,23-04-20,
SC_0299,C_0299,B_10,E_104,54,Middle Aged,Unemployed,163756,High income,23-04-20,
SC_0300,C_0300,B_1,E_129,59,Middle Aged,Self-employed,238186,Highest tax brackets,23-04-20,
SC_0301,C_0301,B_14,E_052,58,Middle Aged,Self-employed,329980,Highest tax brackets,25-04-20,
SC_0302,C_0302,B_6,E_137,43,Middle Aged,Employed,169269,High income,25-04-20,
SC_0303,C_0303,B_3,E_096,21,Adult,Unemployed,34744,Low income,25-04-20,
SC_0304,C_0304,B_2,E_117,29,Adult,Unemployed,98114,Middle class,25-04-20,
SC_0305,C_0305,B_13,E_110,53,Middle Aged,Unemployed,109667,Middle class,25-04-20,
SC_0306,C_0306,B_13,E_008,44,Middle Aged,Self-employed,263690,Highest tax brackets,26-04-20,
SC_0307,C_0307,B_15,E_064,78,Senior,Retired,147430,Upper middle class,27-04-20,
SC_0308,C_0308,B_3,E_074,57,Middle Aged,Self-employed,224238,Highest tax brackets,27-04-20,
SC_0309,C_0309,B_8,E_135,25,Adult,Student,21289,Low income,27-04-20,
SC_0310,C_0310,B_9,E_112,11,Youth,Student,136708,Middle class,29-04-20,
SC_0311,C_0311,B_9,E_072,19,Adult,Unemployed,38573,Low income,29-04-20,
SC_0312,C_0312,B_2,E_143,19,Adult,Student,197200,High income,29-04-20,
SC_0313,C_0313,B_11,E_004,57,Middle Aged,Employed,182796,High income,29-04-20,
SC_0314,C_0314,B_13,E_068,36,Middle Aged,Unemployed,184527,High income,30-04-20,
SC_0315,C_0315,B_1,E_129,55,Middle Aged,Self-employed,145231,Upper middle class,01-05-20,
SC_0316,C_0316,B_6,E_140,30,Middle Aged,Unemployed,43354,Low income,01-05-20,
SC_0317,C_0317,B_3,E_134,43,Middle Aged,Unemployed,318865,Highest tax brackets,01-05-20,
SC_0318,C_0318,B_6,E_065,51,Middle Aged,Self-employed,355712,Highest tax brackets,01-05-20,
SC_0319,C_0319,B_3,E_044,23,Adult,Employed,98776,Middle class,02-05-20,
SC_0320,C_0320,B_6,E_065,19,Adult,Student,25755,Low income,02-05-20,
SC_0321,C_0321,B_14,E_030,46,Middle Aged,Self-employed,102258,Middle class,02-05-20,
SC_0322,C_0322,B_11,E_084,28,Adult,Unemployed,170287,High income,02-05-20,
SC_0323,C_0323,B_7,E_050,18,Adult,Unemployed,243409,Highest tax brackets,02-05-20,
SC_0324,C_0324,B_2,E_005,25,Adult,Employed,55608,Middle class,03-05-20,
SC_0325,C_0325,B_7,E_058,58,Middle Aged,Employed,248057,Highest tax brackets,03-05-20,
SC_0326,C_0326,B_4,E_085,57,Middle Aged,Employed,95530,Middle class,03-05-20,
SC_0327,C_0327,B_7,E_015,50,Middle Aged,Unemployed,54038,Middle class,03-05-20,
SC_0328,C_0328,B_10,E_071,18,Adult,Student,161245,High income,04-05-20,
SC_0329,C_0329,B_12,E_073,39,Middle Aged,Employed,388725,Highest tax brackets,04-05-20,
SC_0330,C_0330,B_14,E_069,37,Middle Aged,Self-employed,71807,Middle class,04-05-20,
SC_0331,C_0331,B_2,E_049,13,Youth,Student,22821,Low income,05-05-20,
SC_0332,C_0332,B_1,E_133,22,Adult,Unemployed,303121,Highest tax brackets,05-05-20,
SC_0333,C_0333,B_12,E_141,57,Middle Aged,Unemployed,78020,Middle class,06-05-20,
SC_0334,C_0334,B_15,E_091,24,Adult,Student,24925,Low income,06-05-20,
SC_0335,C_0335,B_2,E_049,43,Middle Aged,Unemployed,87218,Middle class,06-05-20,
SC_0336,C_0336,B_14,E_030,47,Middle Aged,Self-employed,304299,Highest tax brackets,06-05-20,
SC_0337,C_0337,B_1,E_139,53,Middle Aged,Unemployed,196234,High income,06-05-20,
SC_0338,C_0338,B_6,E_021,24,Adult,Student,197875,High income,07-05-20,
SC_0339,C_0339,B_3,E_134,55,Middle Aged,Self-employed,48063,Middle class,07-05-20,
SC_0340,C_0340,B_2,E_098,25,Adult,Employed,253596,Highest tax brackets,07-05-20,
SC_0341,C_0341,B_1,E_101,16,Youth,Student,39257,Low income,08-05-20,
SC_0342,C_0342,B_1,E_122,53,Middle Aged,Employed,56150,Middle class,08-05-20,
SC_0343,C_0343,B_8,E_046,44,Middle Aged,Unemployed,179415,High income,08-05-20,
SC_0344,C_0344,B_14,E_052,10,Youth,Student,25244,Low income,09-05-20,
SC_0345,C_0345,B_2,E_049,47,Middle Aged,Employed,275918,Highest tax brackets,09-05-20,
SC_0346,C_0346,B_3,E_018,71,Senior,Self-employed,106562,Middle class,09-05-20,
SC_0347,C_0347,B_6,E_140,40,Middle Aged,Employed,198654,High income,10-05-20,
SC_0348,C_0348,B_12,E_010,53,Middle Aged,Employed,107318,Middle class,11-05-20,
SC_0349,C_0349,B_4,E_103,18,Adult,Employed,181896,High income,11-05-20,
SC_0350,C_0350,B_14,E_030,63,Senior,Retired,106014,Middle class,11-05-20,
SC_0351,C_0351,B_4,E_103,30,Middle Aged,Self-employed,319993,Highest tax brackets,11-05-20,
SC_0352,C_0352,B_15,E_019,55,Middle Aged,Employed,197997,High income,11-05-20,
SC_0353,C_0353,B_10,E_125,19,Adult,Unemployed,173542,High income,11-05-20,
SC_0354,C_0354,B_13,E_111,10,Youth,Student,20756,Low income,12-05-20,
SC_0355,C_0355,B_3,E_027,42,Middle Aged,Employed,224462,Highest tax brackets,12-05-20,
SC_0356,C_0356,B_15,E_091,39,Middle Aged,Employed,123361,Middle class,12-05-20,
SC_0357,C_0357,B_14,E_095,29,Adult,Employed,90409,Middle class,13-05-20,
SC_0358,C_0358,B_8,E_046,23,Adult,Unemployed,165001,High income,13-05-20,
SC_0359,C_0359,B_11,E_040,56,Middle Aged,Employed,149573,Upper middle class,13-05-20,
SC_0360,C_0360,B_5,E_014,36,Middle Aged,Self-employed,249456,Highest tax brackets,14-05-20,
SC_0361,C_0361,B_15,E_113,24,Adult,Unemployed,149898,Upper middle class,14-05-20,
SC_0362,C_0362,B_13,E_068,20,Adult,Student,29298,Low income,15-05-20,
SC_0363,C_0363,B_3,E_044,42,Middle Aged,Employed,50223,Middle class,16-05-20,
SC_0364,C_0364,B_4,E_080,90,Senior,Retired,400074,Highest tax brackets,16-05-20,
SC_0365,C_0365,B_5,E_116,29,Adult,Unemployed,197399,High income,16-05-20,
SC_0366,C_0366,B_10,E_043,81,Senior,Employed,209547,Highest tax brackets,16-05-20,
SC_0367,C_0367,B_3,E_063,28,Adult,Employed,52433,Middle class,16-05-20,
SC_0368,C_0368,B_14,E_142,36,Middle Aged,Employed,355978,Highest tax brackets,16-05-20,
SC_0369,C_0369,B_10,E_125,27,Adult,Employed,48214,Middle class,16-05-20,
SC_0370,C_0370,B_11,E_007,58,Middle Aged,Self-employed,190873,High income,17-05-20,
SC_0371,C_0371,B_1,E_100,24,Adult,Employed,278390,Highest tax brackets,17-05-20,
SC_0372,C_0372,B_12,E_136,22,Adult,Unemployed,203217,Highest tax brackets,19-05-20,
SC_0373,C_0373,B_7,E_048,29,Adult,Employed,279175,Highest tax brackets,19-05-20,
SC_0374,C_0374,B_10,E_079,55,Middle Aged,Self-employed,194590,High income,19-05-20,
SC_0375,C_0375,B_5,E_031,94,Senior,Retired,198813,High income,19-05-20,
SC_0376,C_0376,B_13,E_041,82,Senior,Employed,187294,High income,20-05-20,
SC_0377,C_0377,B_6,E_065,21,Adult,Employed,302903,Highest tax brackets,20-05-20,
SC_0378,C_0378,B_7,E_056,25,Adult,Unemployed,154835,High income,20-05-20,
SC_0379,C_0379,B_9,E_148,24,Adult,Student,73402,Middle class,20-05-20,
SC_0380,C_0380,B_11,E_062,11,Youth,Student,100345,Middle class,20-05-20,
SC_0381,C_0381,B_13,E_045,43,Middle Aged,Self-employed,126320,Middle class,21-05-20,
SC_0382,C_0382,B_9,E_072,33,Middle Aged,Self-employed,142226,Upper middle class,21-05-20,
SC_0383,C_0383,B_1,E_115,25,Adult,Employed,112076,Middle class,22-05-20,
SC_0384,C_0384,B_10,E_089,54,Middle Aged,Self-employed,225339,Highest tax brackets,22-05-20,
SC_0385,C_0385,B_11,E_126,88,Senior,Employed,211208,Highest tax brackets,22-05-20,
SC_0386,C_0386,B_11,E_007,9,Youth,Student,20080,Low income,23-05-20,
SC_0387,C_0387,B_12,E_136,51,Middle Aged,Self-employed,220618,Highest tax brackets,23-05-20,
SC_0388,C_0388,B_5,E_107,40,Middle Aged,Self-employed,210493,Highest tax brackets,23-05-20,
SC_0389,C_0389,B_15,E_092,33,Middle Aged,Employed,369734,Highest tax brackets,24-05-20,
SC_0390,C_0390,B_7,E_058,25,Adult,Student,27898,Low income,24-05-20,
SC_0391,C_0391,B_5,E_107,24,Adult,Student,138193,Middle class,24-05-20,
SC_0392,C_0392,B_9,E_087,24,Adult,Unemployed,224234,Highest tax brackets,25-05-20,
SC_0393,C_0393,B_5,E_121,19,Adult,Employed,188741,High income,25-05-20,
SC_0394,C_0394,B_7,E_015,62,Senior,Retired,23772,Low income,26-05-20,
SC_0395,C_0395,B_8,E_135,13,Youth,Student,155041,High income,26-05-20,
SC_0396,C_0396,B_7,E_050,37,Middle Aged,Employed,79586,Middle class,26-05-20,
SC_0397,C_0397,B_3,E_063,23,Adult,Unemployed,355781,Highest tax brackets,26-05-20,
SC_0398,C_0398,B_10,E_104,28,Adult,Student,156158,High income,26-05-20,
SC_0399,C_0399,B_11,E_105,10,Youth,Student,116358,Middle class,26-05-20,
SC_0400,C_0400,B_5,E_116,27,Adult,Unemployed,59287,Middle class,27-05-20,
SC_0401,C_0401,B_14,E_142,57,Middle Aged,Self-employed,138868,Middle class,28-05-20,
SC_0402,C_0402,B_14,E_069,54,Middle Aged,Employed,185885,High income,28-05-20,
SC_0403,C_0403,B_2,E_049,70,Senior,Employed,40299,Low income,28-05-20,
SC_0404,C_0404,B_7,E_067,24,Adult,Unemployed,500068,Highest tax brackets,28-05-20,
SC_0405,C_0405,B_6,E_076,25,Adult,Unemployed,51494,Middle class,30-05-20,
SC_0406,C_0406,B_1,E_003,22,Adult,Student,179481,High income,30-05-20,
SC_0407,C_0407,B_4,E_103,28,Adult,Unemployed,365907,Highest tax brackets,31-05-20,
SC_0408,C_0408,B_7,E_015,10,Youth,Student,28434,Low income,31-05-20,
SC_0409,C_0409,B_10,E_125,58,Middle Aged,Self-employed,204862,Highest tax brackets,01-06-20,
SC_0410,C_0410,B_7,E_048,22,Adult,Unemployed,272476,Highest tax brackets,01-06-20,
SC_0411,C_0411,B_8,E_093,18,Adult,Employed,175130,High income,01-06-20,
SC_0412,C_0412,B_9,E_038,43,Middle Aged,Self-employed,118941,Middle class,02-06-20,
SC_0413,C_0413,B_10,E_013,19,Adult,Student,164339,High income,03-06-20,
SC_0414,C_0414,B_13,E_008,50,Middle Aged,Employed,213291,Highest tax brackets,03-06-20,
SC_0415,C_0415,B_6,E_021,39,Middle Aged,Employed,55457,Middle class,03-06-20,
SC_0416,C_0416,B_7,E_056,55,Middle Aged,Employed,280292,Highest tax brackets,04-06-20,
SC_0417,C_0417,B_14,E_030,37,Middle Aged,Self-employed,446894,Highest tax brackets,04-06-20,
SC_0418,C_0418,B_3,E_096,54,Middle Aged,Self-employed,67083,Middle class,04-06-20,
SC_0419,C_0419,B_15,E_092,18,Adult,Student,159219,High income,05-06-20,
SC_0420,C_0420,B_2,E_049,44,Middle Aged,Employed,168539,High income,05-06-20,
SC_0421,C_0421,B_6,E_054,30,Middle Aged,Self-employed,88145,Middle class,05-06-20,
SC_0422,C_0422,B_15,E_114,53,Middle Aged,Employed,150309,High income,05-06-20,
SC_0423,C_0423,B_11,E_040,60,Senior,Employed,122999,Middle class,05-06-20,
SC_0424,C_0424,B_12,E_141,19,Adult,Employed,302195,Highest tax brackets,05-06-20,
SC_0425,C_0425,B_13,E_045,8,Youth,Student,21098,Low income,06-06-20,
SC_0426,C_0426,B_5,E_014,54,Middle Aged,Employed,177140,High income,06-06-20,
SC_0427,C_0427,B_10,E_013,55,Middle Aged,Employed,113838,Middle class,07-06-20,
SC_0428,C_0428,B_13,E_081,15,Youth,Student,97165,Middle class,07-06-20,
SC_0429,C_0429,B_15,E_092,28,Adult,Employed,104301,Middle class,07-06-20,
SC_0430,C_0430,B_5,E_107,50,Middle Aged,Self-employed,192028,High income,08-06-20,
SC_0431,C_0431,B_1,E_060,15,Youth,Student,115931,Middle class,09-06-20,
SC_0432,C_0432,B_7,E_022,17,Youth,Student,147280,Upper middle class,09-06-20,
SC_0433,C_0433,B_12,E_025,55,Middle Aged,Employed,185433,High income,10-06-20,
SC_0434,C_0434,B_8,E_078,15,Youth,Student,59905,Middle class,11-06-20,
SC_0435,C_0435,B_10,E_079,52,Middle Aged,Self-employed,50626,Middle class,11-06-20,
SC_0436,C_0436,B_2,E_049,22,Adult,Unemployed,71467,Middle class,12-06-20,
SC_0437,C_0437,B_7,E_146,41,Middle Aged,Self-employed,183977,High income,12-06-20,
SC_0438,C_0438,B_8,E_138,80,Senior,Retired,26586,Low income,12-06-20,
SC_0439,C_0439,B_1,E_077,18,Adult,Employed,196858,High income,13-06-20,
SC_0440,C_0440,B_3,E_075,20,Adult,Unemployed,160594,High income,13-06-20,
SC_0441,C_0441,B_7,E_067,14,Youth,Student,65278,Middle class,15-06-20,
SC_0442,C_0442,B_8,E_106,49,Middle Aged,Self-employed,102258,Middle class,15-06-20,
SC_0443,C_0443,B_2,E_117,33,Middle Aged,Employed,196947,High income,15-06-20,
SC_0444,C_0444,B_10,E_012,17,Youth,Student,23315,Low income,15-06-20,
SC_0445,C_0445,B_12,E_136,16,Youth,Student,42857,Low income,15-06-20,
SC_0446,C_0446,B_13,E_045,55,Middle Aged,Self-employed,118059,Middle class,16-06-20,
SC_0447,C_0447,B_3,E_027,21,Adult,Employed,169262,High income,16-06-20,
SC_0448,C_0448,B_6,E_021,31,Middle Aged,Self-employed,95108,Middle class,16-06-20,
SC_0449,C_0449,B_11,E_084,17,Youth,Employed,161092,High income,16-06-20,
SC_0450,C_0450,B_1,E_100,49,Middle Aged,Self-employed,345253,Highest tax brackets,17-06-20,
SC_0451,C_0451,B_6,E_076,11,Youth,Student,111275,Middle class,17-06-20,
SC_0452,C_0452,B_4,E_103,24,Adult,Student,178878,High income,17-06-20,
SC_0453,C_0453,B_14,E_119,47,Middle Aged,Self-employed,157237,High income,18-06-20,
SC_0454,C_0454,B_4,E_085,26,Adult,Unemployed,155664,High income,18-06-20,
SC_0455,C_0455,B_3,E_074,8,Youth,Student,32265,Low income,19-06-20,
SC_0456,C_0456,B_12,E_073,92,Senior,Employed,208503,Highest tax brackets,19-06-20,
SC_0457,C_0457,B_14,E_030,17,Youth,Employed,223326,Highest tax brackets,19-06-20,
SC_0458,C_0458,B_2,E_117,59,Middle Aged,Self-employed,20308,Low income,19-06-20,
SC_0459,C_0459,B_6,E_047,20,Adult,Unemployed,124751,Middle class,20-06-20,
SC_0460,C_0460,B_13,E_068,14,Youth,Student,113364,Middle class,20-06-20,
SC_0461,C_0461,B_6,E_054,92,Senior,Employed,196900,High income,20-06-20,
SC_0462,C_0462,B_12,E_131,42,Middle Aged,Employed,168170,High income,20-06-20,
SC_0463,C_0463,B_1,E_101,10,Youth,Student,20533,Low income,20-06-20,
SC_0464,C_0464,B_4,E_103,19,Adult,Student,98806,Middle class,21-06-20,
SC_0465,C_0465,B_11,E_105,36,Middle Aged,Self-employed,226452,Highest tax brackets,22-06-20,
SC_0466,C_0466,B_11,E_062,23,Adult,Student,47917,Middle class,22-06-20,
SC_0467,C_0467,B_12,E_150,29,Adult,Unemployed,471990,Highest tax brackets,22-06-20,
SC_0468,C_0468,B_6,E_033,20,Adult,Student,44728,Low income,22-06-20,
SC_0469,C_0469,B_13,E_045,27,Adult,Unemployed,33117,Low income,23-06-20,
SC_0470,C_0470,B_4,E_080,42,Middle Aged,Employed,264876,Highest tax brackets,23-06-20,
SC_0471,C_0471,B_9,E_086,41,Middle Aged,Employed,47235,Middle class,24-06-20,
SC_0472,C_0472,B_9,E_086,26,Adult,Unemployed,293628,Highest tax brackets,24-06-20,
SC_0473,C_0473,B_12,E_016,81,Senior,Retired,193122,High income,26-06-20,
SC_0474,C_0474,B_12,E_025,32,Middle Aged,Employed,149347,Upper middle class,26-06-20,
SC_0475,C_0475,B_1,E_139,17,Youth,Student,129172,Middle class,27-06-20,
SC_0476,C_0476,B_4,E_094,82,Senior,Retired,151255,High income,27-06-20,
SC_0477,C_0477,B_2,E_049,20,Adult,Unemployed,98886,Middle class,27-06-20,
SC_0478,C_0478,B_14,E_142,17,Youth,Employed,238673,Highest tax brackets,28-06-20,
SC_0479,C_0479,B_13,E_026,57,Middle Aged,Employed,137991,Middle class,28-06-20,
SC_0480,C_0480,B_13,E_045,44,Middle Aged,Self-employed,85942,Middle class,29-06-20,
SC_0481,C_0481,B_12,E_150,26,Adult,Employed,85783,Middle class,30-06-20,
SC_0482,C_0482,B_9,E_082,45,Middle Aged,Self-employed,174789,High income,30-06-20,
SC_0483,C_0483,B_13,E_110,24,Adult,Unemployed,457162,Highest tax brackets,30-06-20,
SC_0484,C_0484,B_15,E_037,16,Youth,Student,176026,High income,01-07-20,
SC_0485,C_0485,B_10,E_071,89,Senior,Self-employed,88594,Middle class,01-07-20,
SC_0486,C_0486,B_7,E_067,27,Adult,Student,31110,Low income,01-07-20,
SC_0487,C_0487,B_15,E_113,37,Middle Aged,Employed,273989,Highest tax brackets,01-07-20,
SC_0488,C_0488,B_9,E_087,11,Youth,Student,37024,Low income,01-07-20,
SC_0489,C_0489,B_1,E_115,56,Middle Aged,Self-employed,194630,High income,01-07-20,
SC_0490,C_0490,B_12,E_073,19,Adult,Student,31381,Low income,02-07-20,
SC_0491,C_0491,B_11,E_099,28,Adult,Student,195843,High income,02-07-20,
SC_0492,C_0492,B_10,E_124,55,Middle Aged,Employed,203160,Highest tax brackets,02-07-20,
SC_0493,C_0493,B_9,E_072,26,Adult,Unemployed,175856,High income,02-07-20,
SC_0494,C_0494,B_8,E_135,91,Senior,Self-employed,75435,Middle class,03-07-20,
SC_0495,C_0495,B_2,E_098,41,Middle Aged,Employed,291676,Highest tax brackets,03-07-20,
SC_0496,C_0496,B_13,E_081,47,Middle Aged,Self-employed,192869,High income,03-07-20,
SC_0497,C_0497,B_14,E_119,17,Youth,Student,124464,Middle class,03-07-20,
SC_0498,C_0498,B_5,E_024,20,Adult,Unemployed,98776,Middle class,04-07-20,
SC_0499,C_0499,B_10,E_145,30,Middle Aged,Self-employed,107960,Middle class,04-07-20,
SC_0500,C_0500,B_5,E_002,22,Adult,Employed,312286,Highest tax brackets,04-07-20,
SC_0501,C_0501,B_1,E_122,44,Middle Aged,Employed,48520,Middle class,05-07-20,
SC_0502,C_0502,B_10,E_043,12,Youth,Student,22454,Low income,05-07-20,
SC_0503,C_0503,B_15,E_088,25,Adult,Employed,237713,Highest tax brackets,05-07-20,
SC_0504,C_0504,B_13,E_041,18,Adult,Unemployed,309990,Highest tax brackets,05-07-20,
SC_0505,C_0505,B_11,E_059,62,Senior,Self-employed,37019,Low income,06-07-20,
SC_0506,C_0506,B_8,E_083,21,Adult,Employed,48976,Middle class,06-07-20,
SC_0507,C_0507,B_12,E_036,58,Middle Aged,Self-employed,170183,High income,06-07-20,
SC_0508,C_0508,B_12,E_057,8,Youth,Student,142988,Upper middle class,06-07-20,
SC_0509,C_0509,B_10,E_043,8,Youth,Student,163205,High income,07-07-20,
SC_0510,C_0510,B_11,E_062,25,Adult,Unemployed,455379,Highest tax brackets,07-07-20,
SC_0511,C_0511,B_3,E_027,27,Adult,Student,104423,Middle class,07-07-20,
SC_0512,C_0512,B_13,E_008,93,Senior,Self-employed,104936,Middle class,07-07-20,
SC_0513,C_0513,B_4,E_094,18,Adult,Unemployed,542610,Highest tax brackets,07-07-20,
SC_0514,C_0514,B_12,E_136,34,Middle Aged,Self-employed,208117,Highest tax brackets,08-07-20,
SC_0515,C_0515,B_11,E_040,32,Middle Aged,Self-employed,105141,Middle class,09-07-20,
SC_0516,C_0516,B_6,E_047,31,Middle Aged,Employed,156120,High income,09-07-20,
SC_0517,C_0517,B_2,E_143,24,Adult,Employed,38455,Low income,09-07-20,
SC_0518,C_0518,B_3,E_017,67,Senior,Self-employed,213339,Highest tax brackets,09-07-20,
SC_0519,C_0519,B_11,E_062,39,Middle Aged,Self-employed,177989,High income,09-07-20,
SC_0520,C_0520,B_12,E_150,50,Middle Aged,Self-employed,107732,Middle class,10-07-20,
SC_0521,C_0521,B_10,E_109,27,Adult,Employed,312403,Highest tax brackets,11-07-20,
SC_0522,C_0522,B_15,E_070,74,Senior,Retired,176992,High income,11-07-20,
SC_0523,C_0523,B_9,E_082,11,Youth,Student,84294,Middle class,11-07-20,
SC_0524,C_0524,B_11,E_032,23,Adult,Employed,143062,Upper middle class,12-07-20,
SC_0525,C_0525,B_9,E_112,47,Middle Aged,Employed,139671,Middle class,12-07-20,
SC_0526,C_0526,B_14,E_142,25,Adult,Student,116814,Middle class,12-07-20,
SC_0527,C_0527,B_1,E_042,32,Middle Aged,Employed,37778,Low income,12-07-20,
SC_0528,C_0528,B_7,E_056,56,Middle Aged,Employed,240900,Highest tax brackets,13-07-20,
SC_0529,C_0529,B_11,E_105,66,Senior,Self-employed,202652,Highest tax brackets,13-07-20,
SC_0530,C_0530,B_5,E_116,51,Middle Aged,Employed,52187,Middle class,13-07-20,
SC_0531,C_0531,B_9,E_148,60,Senior,Retired,349751,Highest tax brackets,14-07-20,
SC_0532,C_0532,B_8,E_106,11,Youth,Student,23838,Low income,14-07-20,
SC_0533,C_0533,B_8,E_083,43,Middle Aged,Employed,209844,Highest tax brackets,14-07-20,
SC_0534,C_0534,B_5,E_014,91,Senior,Self-employed,333301,Highest tax brackets,14-07-20,
SC_0535,C_0535,B_8,E_053,25,Adult,Student,21497,Low income,15-07-20,
SC_0536,C_0536,B_6,E_021,33,Middle Aged,Employed,113453,Middle class,15-07-20,
SC_0537,C_0537,B_15,E_088,41,Middle Aged,Employed,162238,High income,16-07-20,
SC_0538,C_0538,B_3,E_027,89,Senior,Retired,98779,Middle class,16-07-20,
SC_0539,C_0539,B_11,E_105,81,Senior,Retired,165001,High income,16-07-20,
SC_0540,C_0540,B_8,E_093,82,Senior,Retired,78528,Middle class,16-07-20,
SC_0541,C_0541,B_11,E_120,34,Middle Aged,Employed,353881,Highest tax brackets,17-07-20,
SC_0542,C_0542,B_12,E_057,60,Senior,Retired,251396,Highest tax brackets,18-07-20,
SC_0543,C_0543,B_10,E_089,30,Middle Aged,Self-employed,178100,High income,18-07-20,
SC_0544,C_0544,B_8,E_051,18,Adult,Unemployed,416165,Highest tax brackets,19-07-20,
SC_0545,C_0545,B_10,E_132,94,Senior,Self-employed,177536,High income,19-07-20,
SC_0546,C_0546,B_1,E_123,18,Adult,Student,20371,Low income,20-07-20,
SC_0547,C_0547,B_13,E_008,49,Middle Aged,Employed,107231,Middle class,20-07-20,
SC_0548,C_0548,B_12,E_016,26,Adult,Unemployed,106448,Middle class,21-07-20,
SC_0549,C_0549,B_11,E_007,23,Adult,Student,196816,High income,21-07-20,
SC_0550,C_0550,B_11,E_023,28,Adult,Employed,191342,High income,22-07-20,
SC_0551,C_0551,B_3,E_044,20,Adult,Student,170194,High income,22-07-20,
SC_0552,C_0552,B_2,E_143,53,Middle Aged,Self-employed,113587,Middle class,22-07-20,
SC_0553,C_0553,B_4,E_103,40,Middle Aged,Self-employed,72425,Middle class,22-07-20,
SC_0554,C_0554,B_13,E_110,43,Middle Aged,Self-employed,217480,Highest tax brackets,23-07-20,
SC_0555,C_0555,B_2,E_143,8,Youth,Student,120914,Middle class,23-07-20,
SC_0556,C_0556,B_6,E_054,28,Adult,Employed,33945,Low income,23-07-20,
SC_0557,C_0557,B_15,E_001,52,Middle Aged,Employed,199753,High income,23-07-20,
SC_0558,C_0558,B_9,E_112,50,Middle Aged,Employed,144284,Upper middle class,23-07-20,
SC_0559,C_0559,B_8,E_083,15,Youth,Student,53833,Middle class,24-07-20,
SC_0560,C_0560,B_10,E_089,25,Adult,Student,151158,High income,24-07-20,
SC_0561,C_0561,B_1,E_122,52,Middle Aged,Employed,125577,Middle class,25-07-20,
SC_0562,C_0562,B_11,E_007,90,Senior,Retired,242323,Highest tax brackets,26-07-20,
SC_0563,C_0563,B_8,E_051,28,Adult,Employed,195181,High income,26-07-20,
SC_0564,C_0564,B_10,E_109,10,Youth,Student,145748,Upper middle class,26-07-20,
SC_0565,C_0565,B_14,E_052,57,Middle Aged,Self-employed,341672,Highest tax brackets,26-07-20,
SC_0566,C_0566,B_6,E_137,16,Youth,Student,116369,Middle class,26-07-20,
SC_0567,C_0567,B_8,E_128,20,Adult,Unemployed,113446,Middle class,27-07-20,
SC_0568,C_0568,B_4,E_094,18,Adult,Student,121285,Middle class,27-07-20,
SC_0569,C_0569,B_7,E_050,57,Middle Aged,Self-employed,25124,Low income,27-07-20,
SC_0570,C_0570,B_14,E_119,65,Senior,Self-employed,182274,High income,27-07-20,
SC_0571,C_0571,B_12,E_025,90,Senior,Employed,103548,Middle class,27-07-20,
SC_0572,C_0572,B_14,E_119,47,Middle Aged,Self-employed,38434,Low income,27-07-20,
SC_0573,C_0573,B_5,E_014,9,Youth,Student,31731,Low income,27-07-20,
SC_0574,C_0574,B_7,E_011,15,Youth,Student,177543,High income,27-07-20,
SC_0575,C_0575,B_7,E_067,64,Senior,Employed,139834,Middle class,28-07-20,
SC_0576,C_0576,B_3,E_074,28,Adult,Unemployed,118478,Middle class,28-07-20,
SC_0577,C_0577,B_10,E_104,44,Middle Aged,Employed,147951,Upper middle class,28-07-20,
SC_0578,C_0578,B_5,E_014,40,Middle Aged,Employed,201734,Highest tax brackets,29-07-20,
SC_0579,C_0579,B_3,E_075,17,Youth,Student,198196,High income,29-07-20,
SC_0580,C_0580,B_1,E_139,45,Middle Aged,Self-employed,141876,Upper middle class,29-07-20,
SC_0581,C_0581,B_3,E_134,14,Youth,Student,32517,Low income,29-07-20,
SC_0582,C_0582,B_5,E_031,79,Senior,Retired,143774,Upper middle class,30-07-20,
SC_0583,C_0583,B_1,E_020,52,Middle Aged,Employed,152328,High income,31-07-20,
SC_0584,C_0584,B_6,E_021,54,Middle Aged,Self-employed,479600,Highest tax brackets,31-07-20,
SC_0585,C_0585,B_13,E_068,19,Adult,Unemployed,180599,High income,31-07-20,
SC_0586,C_0586,B_5,E_031,94,Senior,Employed,448026,Highest tax brackets,31-07-20,
SC_0587,C_0587,B_1,E_042,46,Middle Aged,Employed,300333,Highest tax brackets,01-08-20,
SC_0588,C_0588,B_6,E_137,48,Middle Aged,Self-employed,184105,High income,01-08-20,
SC_0589,C_0589,B_2,E_117,40,Middle Aged,Self-employed,202084,Highest tax brackets,03-08-20,
SC_0590,C_0590,B_9,E_086,79,Senior,Retired,29515,Low income,03-08-20,
SC_0591,C_0591,B_4,E_094,46,Middle Aged,Employed,247328,Highest tax brackets,03-08-20,
SC_0592,C_0592,B_2,E_049,25,Adult,Employed,188246,High income,04-08-20,
SC_0593,C_0593,B_15,E_113,15,Youth,Student,105788,Middle class,04-08-20,
SC_0594,C_0594,B_7,E_048,58,Middle Aged,Self-employed,352640,Highest tax brackets,04-08-20,
SC_0595,C_0595,B_10,E_124,14,Youth,Student,132576,Middle class,04-08-20,
SC_0596,C_0596,B_9,E_038,8,Youth,Student,128829,Middle class,05-08-20,
SC_0597,C_0597,B_15,E_091,91,Senior,Retired,93140,Middle class,05-08-20,
SC_0598,C_0598,B_6,E_065,32,Middle Aged,Employed,155965,High income,06-08-20,
